ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:1901987	regulation of cell cycle phase transition	46/373	455/18888	0.101098901098901	5.11945320095454	12.62470701377	6.24575840584313e-20	2.07152250001546e-17	1.80512652115945e-17	CENPF/FAM107A/AURKB/BID/BIRC5/BRCA1/BRCA2/BUB1B/CCNB1/CDC20/CDC25A/CDC45/CDC7/CDCA5/CDCA8/CDK1/CDK4/CDT1/CENPE/CLSPN/DBF4/DLGAP5/DTL/E2F7/ESPL1/FBXO5/GTSE1/KIF14/KNL1/KNTC1/MAD2L1/MAD2L2/MLF1/MTBP/NDC80/NUF2/ORC1/PRKDC/RAD51/RRM2/SPC25/SPDL1/STIL/TICRR/XRCC3/ZWINT	46
BP	GO:0010965	regulation of mitotic sister chromatid separation	20/373	59/18888	0.338983050847458	17.1654473576589	17.6511966589663	6.78261118695377e-20	2.07152250001546e-17	1.80512652115945e-17	CENPF/AURKB/BIRC5/BUB1B/CCNB1/CDC20/CDCA8/DLGAP5/ESPL1/FBXO5/KNL1/KNTC1/MAD2L1/MAD2L2/NDC80/NUF2/SPC25/SPDL1/XRCC3/ZWINT	20
BP	GO:0051303	establishment of chromosome localization	25/373	112/18888	0.223214285714286	11.3031405591727	15.5221238949888	1.38614103015414e-19	3.90785144270379e-17	3.40530517043536e-17	CENPF/AURKB/BIRC5/CCNB1/CDCA5/CDCA8/CDT1/CENPE/ECT2/KIF14/KIF18A/KIF2C/KIFC1/KNL1/KNSTRN/KNTC1/NDC80/NEK2/NUF2/SKA1/SKA3/SPAG5/SPC25/SPDL1/ZWINT	25
BP	GO:1902850	microtubule cytoskeleton organization involved in mitosis	29/373	164/18888	0.176829268292683	8.95429281370562	14.5210569899195	1.54729564579965e-19	4.05059895846838e-17	3.52969548071891e-17	AURKB/BIRC5/CCNB1/CDC20/CDCA8/CDK1/CENPA/CENPE/CENPH/DLGAP5/ESPL1/KIF11/KIF23/KIF4A/KIFC1/MAD2L1/MYBL2/NDC80/NEK2/NUF2/NUSAP1/PAX6/PRC1/SAPCD2/SPC25/SPDL1/STIL/TACC3/TPX2	29
BP	GO:0051306	mitotic sister chromatid separation	20/373	62/18888	0.32258064516129	16.3348611951916	17.1660635004218	2.11711737424259e-19	5.17282345106607e-17	4.507602886633e-17	CENPF/AURKB/BIRC5/BUB1B/CCNB1/CDC20/CDCA8/DLGAP5/ESPL1/FBXO5/KNL1/KNTC1/MAD2L1/MAD2L2/NDC80/NUF2/SPC25/SPDL1/XRCC3/ZWINT	20
BP	GO:0033047	regulation of mitotic sister chromatid segregation	19/373	54/18888	0.351851851851852	17.8170985999404	17.5651035839191	2.55274031775834e-19	5.8473707903652e-17	5.09540402899922e-17	CENPF/AURKB/BIRC5/BUB1B/CCNB1/CDC20/CDCA8/CDK1/FBXO5/KNL1/KNTC1/MAD2L1/MAD2L2/NDC80/NUF2/SPC25/SPDL1/XRCC3/ZWINT	19
BP	GO:0051784	negative regulation of nuclear division	20/373	63/18888	0.317460317460317	16.0755776841568	17.0118205586951	3.04653651880021e-19	6.56797431847222e-17	5.72333857463767e-17	CENPF/AURKB/BIRC5/BUB1B/CCNB1/CDC20/CDCA8/FBXO43/FBXO5/KNL1/KNTC1/MAD2L1/MAD2L2/MTBP/NDC80/NUF2/SPC25/SPDL1/XRCC3/ZWINT	20
BP	GO:1901990	regulation of mitotic cell cycle phase transition	40/373	356/18888	0.112359550561798	5.68967075338133	12.6788614036183	4.49593228119302e-19	8.66315070553468e-17	7.54907711369059e-17	CENPF/FAM107A/AURKB/BID/BIRC5/BRCA1/BUB1B/CCNB1/CDC20/CDC25A/CDC7/CDCA5/CDCA8/CDK1/CDK4/CENPE/CLSPN/DLGAP5/DTL/E2F7/ESPL1/FBXO5/GTSE1/KIF14/KNL1/KNTC1/MAD2L1/MAD2L2/MTBP/NDC80/NUF2/ORC1/PRKDC/RRM2/SPC25/SPDL1/STIL/TICRR/XRCC3/ZWINT	40
BP	GO:1905818	regulation of chromosome separation	21/373	74/18888	0.283783783783784	14.3702630244185	16.3564589800302	5.34852990213427e-19	8.66315070553468e-17	7.54907711369059e-17	CENPF/AURKB/BIRC5/BUB1B/CCNB1/CDC20/CDCA8/DLGAP5/ESPL1/FBXO5/KNL1/KNTC1/MAD2L1/MAD2L2/NDC80/NUF2/SMC2/SPC25/SPDL1/XRCC3/ZWINT	21
BP	GO:0007088	regulation of mitotic nuclear division	25/373	118/18888	0.211864406779661	10.7284045985368	15.0461206361807	5.38087323972331e-19	8.66315070553468e-17	7.54907711369059e-17	CENPF/AURKB/BIRC5/BUB1B/CCNB1/CDC20/CDCA8/DLGAP5/ESPL1/FBXO43/FBXO5/KNL1/KNTC1/MAD2L1/MAD2L2/MTBP/NDC80/NEK2/NUF2/NUSAP1/PDXP/SPC25/SPDL1/XRCC3/ZWINT	25
BP	GO:0045839	negative regulation of mitotic nuclear division	19/373	56/18888	0.339285714285714	17.1807736499426	17.2115158560518	5.69417445435373e-19	8.66315070553468e-17	7.54907711369059e-17	CENPF/AURKB/BIRC5/BUB1B/CCNB1/CDC20/CDCA8/FBXO5/KNL1/KNTC1/MAD2L1/MAD2L2/MTBP/NDC80/NUF2/SPC25/SPDL1/XRCC3/ZWINT	19
BP	GO:0033046	negative regulation of sister chromatid segregation	18/373	48/18888	0.375	18.9892761394102	17.7120123229578	5.90937974456663e-19	8.66315070553468e-17	7.54907711369059e-17	CENPF/AURKB/BIRC5/BUB1B/CCNB1/CDC20/CDCA8/FBXO5/KNL1/KNTC1/MAD2L1/MAD2L2/NDC80/NUF2/SPC25/SPDL1/XRCC3/ZWINT	18
BP	GO:0033048	negative regulation of mitotic sister chromatid segregation	18/373	48/18888	0.375	18.9892761394102	17.7120123229578	5.90937974456663e-19	8.66315070553468e-17	7.54907711369059e-17	CENPF/AURKB/BIRC5/BUB1B/CCNB1/CDC20/CDCA8/FBXO5/KNL1/KNTC1/MAD2L1/MAD2L2/NDC80/NUF2/SPC25/SPDL1/XRCC3/ZWINT	18
BP	GO:0045841	negative regulation of mitotic metaphase/anaphase transition	18/373	48/18888	0.375	18.9892761394102	17.7120123229578	5.90937974456663e-19	8.66315070553468e-17	7.54907711369059e-17	CENPF/AURKB/BIRC5/BUB1B/CCNB1/CDC20/CDCA8/FBXO5/KNL1/KNTC1/MAD2L1/MAD2L2/NDC80/NUF2/SPC25/SPDL1/XRCC3/ZWINT	18
BP	GO:2000816	negative regulation of mitotic sister chromatid separation	18/373	48/18888	0.375	18.9892761394102	17.7120123229578	5.90937974456663e-19	8.66315070553468e-17	7.54907711369059e-17	CENPF/AURKB/BIRC5/BUB1B/CCNB1/CDC20/CDCA8/FBXO5/KNL1/KNTC1/MAD2L1/MAD2L2/NDC80/NUF2/SPC25/SPDL1/XRCC3/ZWINT	18
BP	GO:0051783	regulation of nuclear division	27/373	147/18888	0.183673469387755	9.30086994583356	14.3403563848924	1.0275357703517e-18	1.44843023013038e-16	1.26216337135509e-16	CENPF/AURKB/BIRC5/BUB1B/CCNB1/CDC20/CDCA8/DLGAP5/ESPL1/FBXO43/FBXO5/KNL1/KNTC1/MAD2L1/MAD2L2/MSX1/MTBP/NDC80/NEK2/NUF2/NUSAP1/PDXP/RAD51AP1/SPC25/SPDL1/XRCC3/ZWINT	27
BP	GO:0000075	cell cycle checkpoint signaling	30/373	191/18888	0.157068062827225	7.95362351388908	13.7093208505471	1.18418203055956e-18	1.6074174600003e-16	1.40070498273595e-16	CENPF/AURKB/BIRC5/BRCA1/BRCA2/BUB1B/CCNB1/CDC20/CDC45/CDCA8/CDK1/CDT1/CLSPN/DTL/E2F7/GTSE1/KNL1/KNTC1/MAD2L1/MAD2L2/NDC80/NUF2/ORC1/PRKDC/RAD51/SPC25/SPDL1/TICRR/XRCC3/ZWINT	30
BP	GO:0051985	negative regulation of chromosome segregation	18/373	50/18888	0.36	18.2297050938338	17.3148804698343	1.40791601292238e-18	1.72000406245351e-16	1.49881304673913e-16	CENPF/AURKB/BIRC5/BUB1B/CCNB1/CDC20/CDCA8/FBXO5/KNL1/KNTC1/MAD2L1/MAD2L2/NDC80/NUF2/SPC25/SPDL1/XRCC3/ZWINT	18
BP	GO:1902100	negative regulation of metaphase/anaphase transition of cell cycle	18/373	50/18888	0.36	18.2297050938338	17.3148804698343	1.40791601292238e-18	1.72000406245351e-16	1.49881304673913e-16	CENPF/AURKB/BIRC5/BUB1B/CCNB1/CDC20/CDCA8/FBXO5/KNL1/KNTC1/MAD2L1/MAD2L2/NDC80/NUF2/SPC25/SPDL1/XRCC3/ZWINT	18
BP	GO:1905819	negative regulation of chromosome separation	18/373	50/18888	0.36	18.2297050938338	17.3148804698343	1.40791601292238e-18	1.72000406245351e-16	1.49881304673913e-16	CENPF/AURKB/BIRC5/BUB1B/CCNB1/CDC20/CDCA8/FBXO5/KNL1/KNTC1/MAD2L1/MAD2L2/NDC80/NUF2/SPC25/SPDL1/XRCC3/ZWINT	18
BP	GO:0010948	negative regulation of cell cycle process	37/373	316/18888	0.117088607594937	5.92914107306478	12.5417892766545	2.58099238844342e-18	3.05139906569198e-16	2.65899181885818e-16	CENPF/FAM107A/AURKB/BIRC5/BRCA1/BRCA2/BUB1B/CCNB1/CCNF/CDC20/CDC45/CDCA8/CDK1/CDT1/CLSPN/DTL/E2F7/ESPL1/FBXO43/FBXO5/GTSE1/KNL1/KNTC1/MAD2L1/MAD2L2/MTBP/NDC80/NEK2/NUF2/ORC1/PRKDC/RAD51/SPC25/SPDL1/TICRR/XRCC3/ZWINT	37
BP	GO:0090068	positive regulation of cell cycle process	34/373	263/18888	0.129277566539924	6.54636642575358	12.8561917012734	2.93231364569688e-18	3.3584154723372e-16	2.92652618455405e-16	AURKB/BIRC5/CCNB1/CDC20/CDC25A/CDC7/CDCA5/CDCA8/CDK1/CDK4/CENPV/DBF4/DDX11/DLGAP5/DTL/E2F7/ECT2/ESPL1/FBXO5/KIF14/KIF23/KNL1/MAD2L1/MSX1/MTBP/NDC80/NUSAP1/PLK4/RAD51AP1/RRM2/SMC2/SPAG5/STIL/XRCC3	34
BP	GO:0008608	attachment of spindle microtubules to kinetochore	18/373	52/18888	0.346153846153846	17.5285625902248	16.9401193392274	3.210243274448e-18	3.5653156366218e-16	3.10681916895542e-16	AURKB/BIRC5/CCNB1/CDCA8/CDT1/CENPE/ECT2/KIF2C/KNL1/KNSTRN/KNTC1/NDC80/NEK2/NUF2/SKA1/SKA3/SPAG5/SPC25	18
BP	GO:0051304	chromosome separation	21/373	81/18888	0.259259259259259	13.1283884420614	15.5260111212601	4.24602932109821e-18	4.57696984171322e-16	3.98837552947739e-16	CENPF/AURKB/BIRC5/BUB1B/CCNB1/CDC20/CDCA8/DLGAP5/ESPL1/FBXO5/KNL1/KNTC1/MAD2L1/MAD2L2/NDC80/NUF2/SMC2/SPC25/SPDL1/XRCC3/ZWINT	21
BP	GO:0033045	regulation of sister chromatid segregation	23/373	104/18888	0.221153846153846	11.1988038770881	14.8028697605691	5.10159225242766e-18	5.34209588718496e-16	4.65510703574903e-16	CENPF/AURKB/BIRC5/BUB1B/CCNB1/CDC20/CDCA8/CDK1/CENPE/DLGAP5/ESPL1/FBXO5/KNL1/KNTC1/MAD2L1/MAD2L2/NDC80/NUF2/SPC25/SPDL1/TACC3/XRCC3/ZWINT	23
BP	GO:0007093	mitotic cell cycle checkpoint signaling	26/373	143/18888	0.181818181818182	9.20692176456252	13.9823328913895	5.9665274121801e-18	6.07425637934446e-16	5.29311232998667e-16	CENPF/AURKB/BIRC5/BRCA1/BUB1B/CCNB1/CDC20/CDCA8/CDK1/CLSPN/DTL/E2F7/GTSE1/KNL1/KNTC1/MAD2L1/MAD2L2/NDC80/NUF2/ORC1/PRKDC/SPC25/SPDL1/TICRR/XRCC3/ZWINT	26
BP	GO:0007091	metaphase/anaphase transition of mitotic cell cycle	22/373	94/18888	0.234042553191489	11.8514631224688	14.9698228927753	7.4022787968247e-18	6.9521834076937e-16	6.058138711551e-16	CENPF/AURKB/BIRC5/BUB1B/CCNB1/CDC20/CDCA8/CENPE/DLGAP5/ESPL1/FBXO5/KNL1/KNTC1/MAD2L1/MAD2L2/NDC80/NUF2/SPC25/SPDL1/TACC3/XRCC3/ZWINT	22
BP	GO:0007094	mitotic spindle assembly checkpoint signaling	17/373	46/18888	0.369565217391304	18.714069238839	17.0729198635221	7.63565510685131e-18	6.9521834076937e-16	6.058138711551e-16	CENPF/AURKB/BIRC5/BUB1B/CCNB1/CDC20/CDCA8/KNL1/KNTC1/MAD2L1/MAD2L2/NDC80/NUF2/SPC25/SPDL1/XRCC3/ZWINT	17
BP	GO:0071173	spindle assembly checkpoint signaling	17/373	46/18888	0.369565217391304	18.714069238839	17.0729198635221	7.63565510685131e-18	6.9521834076937e-16	6.058138711551e-16	CENPF/AURKB/BIRC5/BUB1B/CCNB1/CDC20/CDCA8/KNL1/KNTC1/MAD2L1/MAD2L2/NDC80/NUF2/SPC25/SPDL1/XRCC3/ZWINT	17
BP	GO:0071174	mitotic spindle checkpoint signaling	17/373	46/18888	0.369565217391304	18.714069238839	17.0729198635221	7.63565510685131e-18	6.9521834076937e-16	6.058138711551e-16	CENPF/AURKB/BIRC5/BUB1B/CCNB1/CDC20/CDCA8/KNL1/KNTC1/MAD2L1/MAD2L2/NDC80/NUF2/SPC25/SPDL1/XRCC3/ZWINT	17
BP	GO:0051983	regulation of chromosome segregation	25/373	131/18888	0.190839694656489	9.66375376051409	14.1232324422148	7.77734023780196e-18	6.9521834076937e-16	6.058138711551e-16	CENPF/AURKB/BIRC5/BUB1B/CCNB1/CDC20/CDCA8/CDK1/CENPE/DLGAP5/ESPL1/FBXO5/KIF2C/KNL1/KNTC1/MAD2L1/MAD2L2/NDC80/NUF2/SMC2/SPC25/SPDL1/TACC3/XRCC3/ZWINT	25
BP	GO:0031577	spindle checkpoint signaling	17/373	47/18888	0.361702127659574	18.3158975529063	16.8700360156459	1.17494381349656e-17	1.02527835153926e-15	8.93428453671321e-16	CENPF/AURKB/BIRC5/BUB1B/CCNB1/CDC20/CDCA8/KNL1/KNTC1/MAD2L1/MAD2L2/NDC80/NUF2/SPC25/SPDL1/XRCC3/ZWINT	17
BP	GO:0044784	metaphase/anaphase transition of cell cycle	22/373	97/18888	0.22680412371134	11.4849230258976	14.6943444259215	1.53142727730457e-17	1.30527464449331e-15	1.13741746862719e-15	CENPF/AURKB/BIRC5/BUB1B/CCNB1/CDC20/CDCA8/CENPE/DLGAP5/ESPL1/FBXO5/KNL1/KNTC1/MAD2L1/MAD2L2/NDC80/NUF2/SPC25/SPDL1/TACC3/XRCC3/ZWINT	22
BP	GO:0030071	regulation of mitotic metaphase/anaphase transition	21/373	90/18888	0.233333333333333	11.8155495978552	14.5978223180932	4.50077658528489e-17	3.74894231478844e-15	3.26683161716611e-15	CENPF/AURKB/BIRC5/BUB1B/CCNB1/CDC20/CDCA8/CENPE/DLGAP5/ESPL1/FBXO5/KNL1/KNTC1/MAD2L1/MAD2L2/NDC80/NUF2/SPC25/SPDL1/XRCC3/ZWINT	21
BP	GO:1902099	regulation of metaphase/anaphase transition of cell cycle	21/373	93/18888	0.225806451612903	11.4344028366341	14.317327406664	9.27856196285773e-17	7.55687324308302e-15	6.58506596381529e-15	CENPF/AURKB/BIRC5/BUB1B/CCNB1/CDC20/CDCA8/CENPE/DLGAP5/ESPL1/FBXO5/KNL1/KNTC1/MAD2L1/MAD2L2/NDC80/NUF2/SPC25/SPDL1/XRCC3/ZWINT	21
BP	GO:0006261	DNA-templated DNA replication	26/373	160/18888	0.1625	8.22868632707775	13.0330997372517	1.07187890737016e-16	8.54007868589488e-15	7.44183204796584e-15	BRCA1/BRCA2/CDC45/CDC7/CDT1/DBF4/DDX11/E2F7/FBXO5/GINS2/GMNN/MCM10/MCM6/MCM7/MMS22L/ORC1/PCNA/POLE2/PRIM1/PRIM2/RAD51/RFC3/RFC4/TICRR/TK1/WDHD1	26
BP	GO:1901991	negative regulation of mitotic cell cycle phase transition	28/373	195/18888	0.143589743589744	7.27110744483399	12.4938443834381	1.944675646705e-16	1.51643324365401e-14	1.32142125690996e-14	CENPF/FAM107A/AURKB/BIRC5/BRCA1/BUB1B/CCNB1/CDC20/CDCA8/CDK1/CLSPN/DTL/E2F7/FBXO5/GTSE1/KNL1/KNTC1/MAD2L1/MAD2L2/NDC80/NUF2/ORC1/PRKDC/SPC25/SPDL1/TICRR/XRCC3/ZWINT	28
BP	GO:0007051	spindle organization	28/373	197/18888	0.142131979695431	7.19728909514024	12.4105962785703	2.55166476032903e-16	1.94830236387623e-14	1.69775238658734e-14	CCDC69/ASPM/AURKB/BIRC5/CCNB1/CCNB2/CDC20/CDCA8/CENPE/CENPH/DLGAP5/ESPL1/FBXO5/KIF11/KIF23/KIF4A/KIFC1/KNSTRN/MYBL2/NDC80/NEK2/NUF2/PRC1/SPAG5/SPC25/STIL/TACC3/TPX2	28
BP	GO:0045786	negative regulation of cell cycle	39/373	405/18888	0.0962962962962963	4.87625856419422	11.1925248295471	2.61848897782034e-16	1.95852287830848e-14	1.70665855181673e-14	CENPF/FAM107A/AURKB/BIRC5/BRCA1/BRCA2/BUB1B/CCNB1/CCNF/CDC20/CDC45/CDCA8/CDK1/CDT1/CLSPN/DTL/E2F7/ESPL1/FBXO43/FBXO5/GMNN/GTSE1/KNL1/KNTC1/MAD2L1/MAD2L2/MTBP/MYOCD/NDC80/NEK2/NUF2/ORC1/PRKDC/RAD51/SPC25/SPDL1/TICRR/XRCC3/ZWINT	39
BP	GO:1901988	negative regulation of cell cycle phase transition	32/373	273/18888	0.117216117216117	5.93559791415019	11.6590623048461	5.37209980525552e-16	3.93774915725229e-14	3.43135806508321e-14	CENPF/FAM107A/AURKB/BIRC5/BRCA1/BRCA2/BUB1B/CCNB1/CDC20/CDC45/CDCA8/CDK1/CDT1/CLSPN/DTL/E2F7/FBXO5/GTSE1/KNL1/KNTC1/MAD2L1/MAD2L2/NDC80/NUF2/ORC1/PRKDC/RAD51/SPC25/SPDL1/TICRR/XRCC3/ZWINT	32
BP	GO:0045787	positive regulation of cell cycle	35/373	332/18888	0.105421686746988	5.33835072192254	11.3194562754273	6.0279829338331e-16	4.33187401029379e-14	3.77479880727547e-14	AURKB/BIRC5/BRCA2/CCNB1/CDC20/CDC25A/CDC7/CDCA5/CDCA8/CDK1/CDK4/CENPV/DBF4/DDX11/DLGAP5/DTL/E2F7/ECT2/ESPL1/FBXO5/KIF14/KIF23/KNL1/MAD2L1/MSX1/MTBP/NDC80/NUSAP1/PLK4/RAD51AP1/RRM2/SMC2/SPAG5/STIL/XRCC3	35
BP	GO:0006260	DNA replication	32/373	278/18888	0.115107913669065	5.82884255598202	11.5124115031328	9.09959509428413e-16	6.41346461933679e-14	5.58869868746114e-14	BRCA1/BRCA2/CDC25A/CDC45/CDC7/CDK1/CDT1/DBF4/DDX11/DTL/E2F7/ESCO2/FBXO5/GINS2/GMNN/MCM10/MCM6/MCM7/MMS22L/ORC1/PCNA/POLE2/PRIM1/PRIM2/RAD51/RFC3/RFC4/RNASEH2A/RUVBL1/TICRR/TK1/WDHD1	32
BP	GO:2001251	negative regulation of chromosome organization	20/373	93/18888	0.21505376344086	10.889907463461	13.5702105231024	1.40057318257584e-15	9.68509568705743e-14	8.43960086580951e-14	CENPF/AURKB/BIRC5/BUB1B/CCNB1/CDC20/CDCA8/ESPL1/FBXO5/KNL1/KNTC1/MAD2L1/MAD2L2/NDC80/NUF2/SPC25/SPDL1/TOP2A/XRCC3/ZWINT	20
BP	GO:0033044	regulation of chromosome organization	29/373	247/18888	0.117408906882591	5.94536041071952	11.1041640450021	1.26822004506568e-14	8.60745641697354e-13	7.50054506185042e-13	CENPF/AURKB/BIRC5/BUB1B/CCNB1/CDC20/CDCA8/CDK1/CENPE/CENPV/DDX11/DLGAP5/ESPL1/FBXO5/KNL1/KNTC1/MAD2L1/MAD2L2/NDC80/NEK2/NUF2/RUVBL1/SMC2/SPC25/SPDL1/TACC3/TOP2A/XRCC3/ZWINT	29
BP	GO:0045930	negative regulation of mitotic cell cycle	29/373	248/18888	0.116935483870968	5.92138718325694	11.0729787932715	1.41067740673373e-14	9.40024126487111e-13	8.19137847278494e-13	CENPF/FAM107A/AURKB/BIRC5/BRCA1/BUB1B/CCNB1/CDC20/CDCA8/CDK1/CLSPN/DTL/E2F7/FBXO5/GTSE1/KNL1/KNTC1/MAD2L1/MAD2L2/MTBP/NDC80/NUF2/ORC1/PRKDC/SPC25/SPDL1/TICRR/XRCC3/ZWINT	29
BP	GO:0007080	mitotic metaphase chromosome alignment	16/373	60/18888	0.266666666666667	13.5034852546917	13.7682475062245	2.63761617390666e-14	1.72622558524427e-12	1.50423448714903e-12	AURKB/BIRC5/CCNB1/CDCA5/CDCA8/CDT1/CENPE/KIF14/KIF18A/KIF2C/KIFC1/NDC80/NUF2/SKA1/SKA3/SPDL1	16
