TRM	gene	cor	p
TRM_5	CBX3	0.634773387526209	0
TRM_5	CCDC150	0.44061933823505	6.7211414211954e-10
TRM_5	CCDC71L	0.441472333400378	6.17651263468133e-10
TRM_5	CCNB1	0.760989406649743	0
TRM_5	CCNB2	0.751815828571091	0
TRM_5	CCNF	0.483262949316671	7.28928029047893e-12
TRM_5	CD14	0.430127052709408	1.86487136843994e-09
TRM_5	CDC20	0.760835830813489	0
TRM_5	CDC25A	0.78376403037215	0
TRM_5	CDC45	0.715103125725791	0
TRM_5	CDC7	0.579309838599432	0
TRM_5	CDCA5	0.734033777852516	0
TRM_5	CDCA8	0.691718705027071	0
TRM_5	CDK1	0.834190359685529	0
TRM_5	CDK4	0.589235885392369	0
TRM_5	CDT1	0.695281118553358	0
TRM_5	CEACAM8	-0.425273814238319	2.95524937854452e-09
TRM_5	CENPA	0.725985992011143	0
TRM_5	CENPE	0.791046312301342	0
TRM_5	CENPF	0.680464589192883	0
TRM_5	CENPH	0.776347561237582	0
TRM_5	CENPL	0.770318231264935	0
TRM_5	CENPN	0.70524158290462	0
TRM_5	CENPV	0.439287679179506	7.66539054453119e-10
TRM_5	CEP55	0.609089035986065	0
TRM_5	CERS2	0.536359264507938	1.02140518265514e-14
TRM_5	CLSPN	0.45831699817794	1.10873532577216e-10
TRM_5	CMSS1	0.644248120862729	0
TRM_5	CNKSR3	-0.401350798613488	2.57712868823035e-08
TRM_5	COA6	0.448052707591573	3.19291260097998e-10
TRM_5	DARS2	0.501869547642287	8.25339796506341e-13
TRM_5	DBF4	0.465301160765157	5.28961319190557e-11
TRM_5	DDIAS	0.711606934079543	0
TRM_5	DDX11	0.543774499219604	3.5527136788005e-15
TRM_5	DEPDC1B	0.7298475012789	0
TRM_5	DLGAP5	0.750836817410469	0
TRM_5	DSPP	-0.407845628823388	1.45559844177967e-08
TRM_5	DTL	0.675120753426656	0
TRM_5	E2F7	0.59428684515161	0
TRM_5	ECE2	0.603154845948756	0
TRM_5	ECT2	0.645905387076055	0
TRM_5	EIF5A2	0.499371740561677	1.11421982751381e-12
TRM_5	ELN	-0.411492906402135	1.05046260578945e-08
TRM_5	EMILIN2	0.550527635292284	1.33226762955019e-15
TRM_5	EPOP	0.466646906004349	4.57778259743691e-11
TRM_5	ERCC6L	0.814883948872298	0
TRM_5	ESCO2	0.771641217349173	0
TRM_5	ESPL1	0.46210427850715	7.43778372225279e-11
TRM_5	ETV4	0.475621043693201	1.71798131276546e-11
TRM_5	FADS1	0.429987339336505	1.88994464522807e-09
TRM_5	FAM64A	0.692985626637901	0
TRM_5	FAM72B	0.678679759288371	0
TRM_5	FANCA	0.4813875429729	9.01412278153657e-12
TRM_5	FANCB	0.404257816185278	1.99869649719631e-08
TRM_5	FANCI	0.565530684582472	0
TRM_5	FBXO43	0.528634269875442	2.8421709430404e-14
TRM_5	FBXO5	0.844610530315729	0
TRM_5	FCGR3A	0.448131419570889	3.16754178442125e-10
TRM_5	FJX1	0.410916103961872	1.10636064754033e-08
TRM_5	FLNC	-0.497561793261197	1.3828937994731e-12
TRM_5	FLVCR1	0.52805851023055	3.06421554796543e-14
TRM_5	FOXM1	0.632199499009728	0
TRM_5	FOXS1	0.434402173693219	1.23562138298894e-09
TRM_5	FTL	0.482901278051659	7.59481366685577e-12
TRM_5	FZD2	0.427203411938306	2.46306730566914e-09
TRM_5	GANC	0.416029951219723	6.96274149447618e-09
TRM_5	GINS2	0.716061451971908	0
TRM_5	GLA	0.509377062508377	3.29958282918597e-13
TRM_5	GMNN	0.788040157205196	0
TRM_5	GMPS	0.528864120793346	2.75335310107039e-14
TRM_5	GPR19	0.593228720466904	0
TRM_5	GPR84	0.466521909759857	4.63977745113198e-11
TRM_5	GTSE1	0.676739775957315	0
TRM_5	HACD3	0.524458650695079	4.88498130835069e-14
TRM_5	HERC5	0.47220104502251	2.50430787218647e-11
TRM_5	HIGD1A	0.450769524816892	2.42149189588758e-10
TRM_5	HIST1H2AJ	0.582068479791148	0
TRM_5	HIST1H2BL	0.503117508265133	7.096545573404e-13
TRM_5	HIST2H2AB	0.542300042216162	4.44089209850063e-15
TRM_5	HJURP	0.567177441658804	0
TRM_5	HLTF	0.534557473301087	1.28785870856518e-14
TRM_5	HMMR	0.708447322761936	0
TRM_5	HPRT1	0.524986837741383	4.55191440096314e-14
TRM_5	HRASLS5	-0.53758955792434	8.43769498715119e-15
TRM_5	HSP90AA1	0.405857417950916	1.73601120145861e-08
TRM_5	HSP90B1	0.52708266644776	3.46389583683049e-14
TRM_5	HSPD1	0.526733415095754	3.64153152077051e-14
TRM_5	HSPH1	0.42164655002156	4.14934442360959e-09
TRM_5	IFI35	0.480132911269419	1.03825836816895e-11
TRM_5	IFI6	0.415198476306143	7.51121342901229e-09
TRM_5	IFT57	0.413468474681024	8.78898420708651e-09
TRM_5	IKBIP	0.429854854136141	1.9140213858293e-09
TRM_5	ILF2	0.693572143086073	0
TRM_5	IQGAP3	0.532900143771869	1.59872115546023e-14
TRM_5	ITPKA	0.419827318073216	4.91185270234951e-09
TRM_5	ITSN2	-0.507281422213168	4.2721381987576e-13
TRM_5	KANK3	0.425289766297359	2.95081581391798e-09
TRM_5	KCTD6	0.526124822762227	3.93018950717305e-14
TRM_5	KDELC1	0.53191530737727	1.82076576038526e-14
TRM_5	KIAA1524	0.644513566139957	0
TRM_5	KIF11	0.634732359956611	0
TRM_5	KIF14	0.476753758947411	1.514988134943e-11
TRM_5	KIF15	0.803476625368421	0
TRM_5	KIF18A	0.755945103309808	0
TRM_5	KIF20A	0.435187597072408	1.14491172098496e-09
TRM_5	KIF23	0.800962830022233	0
TRM_5	KIF24	0.623441541616311	0
TRM_5	KIF2C	0.745739403248035	0
TRM_5	KIF3C	0.50140593622603	8.72635297355373e-13
TRM_5	KIF4A	0.770776733011209	0
TRM_5	KIFC1	0.627597119835748	0
TRM_5	KNL1	0.413676267085741	8.62509885735108e-09
TRM_5	KNSTRN	0.673064852738109	0
TRM_5	KNTC1	0.579253059097135	0
TRM_5	LAGE3	0.569217875318406	0
TRM_5	LGALS1	0.468784526991662	3.63402641312405e-11
TRM_5	LHFPL2	0.452353932742736	2.05850003709429e-10
TRM_5	LIMS2	-0.588034154649864	0
TRM_5	LMNB1	0.636465514272946	0
TRM_5	LMNB2	0.571660512764562	0
TRM_5	LMOD1	-0.504193547123881	6.22835116814713e-13
TRM_5	LRRC8D	0.550192244045706	1.33226762955019e-15
TRM_5	MAD2L1	0.840835618568935	0
TRM_5	MAD2L2	0.586182441420896	0
TRM_5	MCEE	0.435236137391639	1.13952225433422e-09
TRM_5	MCM10	0.721970470908981	0
TRM_5	MCM6	0.789577854052685	0
TRM_5	MCM7	0.731680878276173	0
TRM_5	MEST	0.439886707572287	7.22575332900988e-10
TRM_5	MIEF2	0.500919800824074	9.25481913327530e-13
TRM_5	MINPP1	0.553095466066227	8.88178419700125e-16
TRM_5	MLF1	0.476712823034581	1.52189372215616e-11
TRM_5	MMS22L	0.581390413288488	0
TRM_5	MPC1	0.449637966869107	2.71791034123225e-10
TRM_5	MRPL21	0.532301916099678	1.73194791841524e-14
TRM_5	MRPL47	0.5590993529334	4.44089209850063e-16
TRM_5	MSANTD3	0.426906906902862	2.53317988807567e-09
TRM_5	MSH6	0.593486063803848	0
TRM_5	MSX1	0.408819385341412	1.33470863250551e-08
TRM_5	MTBP	0.708519870456527	0
TRM_5	MTHFD1L	0.429716306626159	1.939516991456e-09
TRM_5	MYBL2	0.571724965893127	0
TRM_5	MYL2	-0.435684324759674	1.09090336763984e-09
TRM_5	MYL5	-0.422814706585269	3.72138364568286e-09
TRM_5	MYO7A	0.460172970512395	9.1227470022659e-11
TRM_5	MYOCD	-0.477936348490701	1.32795996421464e-11
TRM_5	NAT14	0.506558509282098	4.66737759552416e-13
TRM_5	NCF2	0.40522607860283	1.83545396659213e-08
TRM_5	NCOA1	0.471930744448581	2.57953658433507e-11
TRM_5	NDC80	0.706093321239347	0
TRM_5	NEK2	0.701346930939024	0
TRM_5	NEMP1	0.581327789981588	0
TRM_5	NLN	0.437221071443774	9.38960242891085e-10
TRM_5	NOP2	0.559869407186383	4.44089209850063e-16
TRM_5	NOS1AP	-0.401725312875502	2.49444416233757e-08
TRM_5	NOTUM	0.450924251043902	2.38347785952442e-10
TRM_5	NPEPPS	-0.529954226661548	2.37587727269783e-14
TRM_5	NUDT1	0.659923429174557	0
TRM_5	NUDT12	0.520717142449301	7.90478793533111e-14
TRM_5	NUF2	0.718946885360889	0
TRM_5	NUSAP1	0.699987358450085	0
TRM_5	OIP5	0.788201305350373	0
TRM_5	OR10G8	-0.406419042375958	1.65192588497121e-08
TRM_5	OR8J3	0.419691591775501	4.97386487552376e-09
TRM_5	ORC1	0.767478601667353	0
TRM_5	P2RX1	-0.43101008583132	1.71367475765294e-09
TRM_5	P2RY6	0.414036137581889	8.34821323181245e-09
TRM_5	P3H4	0.415869377568038	7.06556080309895e-09
TRM_5	PAQR4	0.612959055261855	0
TRM_5	PAX6	0.426237309967456	2.69867639346444e-09
TRM_5	PBK	0.793289224869231	0
TRM_5	PCNA	0.740545491815721	0
TRM_5	PCSK9	0.420675926327041	4.54070758770797e-09
TRM_5	PDE8B	0.443746164587678	4.92510032756854e-10
TRM_5	PDIA4	0.591889720669535	0
TRM_5	PDXP	0.465834418872171	4.99555952160335e-11
TRM_5	PFDN2	0.55386035915363	8.88178419700125e-16
TRM_5	PKD2L1	0.448554769700353	3.0343905166319e-10
TRM_5	PLK4	0.713741692432147	0
TRM_5	PMM1	0.454950378727765	1.57463819761006e-10
TRM_5	POLE2	0.493089511765113	2.34523511721818e-12
TRM_5	PPEF1	0.476295079987051	1.59421364998025e-11
TRM_5	PRC1	0.686180692120347	0
TRM_5	PRIM1	0.798845621190639	0
TRM_5	PRIM2	0.481681730298803	8.71946959080105e-12
TRM_5	PRKDC	0.666784954824975	0
TRM_5	PRR11	0.576132897124457	0
TRM_5	PRR5L	0.408987448652411	1.31484716447972e-08
TRM_5	PSMB2	0.574784355174371	0
TRM_5	PSMD2	0.428853947758413	2.1057402488367e-09
TRM_5	QSOX1	-0.48164339555158	8.75743921824323e-12
TRM_5	RAB15	0.403986014612283	2.04697674366372e-08
TRM_5	RAB42	0.472864948240858	2.32838193170437e-11
TRM_5	RAD51	0.753893440219971	0
TRM_5	RAD51AP1	0.765673969029235	0
TRM_5	RAD54L	0.645955597960804	0
TRM_5	RASSF3	-0.436104243159233	1.04717479132432e-09
TRM_5	RECQL4	0.417207784107971	6.25143403709671e-09
TRM_5	RFC3	0.568816562491251	0
TRM_5	RFC4	0.754403253977863	0
TRM_5	RIF1	0.637733933557252	0
TRM_5	RNASEH2A	0.657759522113263	0
TRM_5	RNF213	0.508308186480266	3.76587649952853e-13
TRM_5	RNF39	-0.402769210733897	2.27722660728347e-08
TRM_5	RNH1	0.424658517227137	3.13125370077216e-09
TRM_5	RPL39L	0.598210388020158	0
TRM_5	RRM2	0.65175735334406	0
TRM_5	RTN4R	0.483030790358627	7.48423545360311e-12
TRM_5	RUVBL1	0.625973863633248	0
TRM_5	RYR1	-0.474445142472293	1.95656824075741e-11
TRM_5	SAPCD2	0.471178823028189	2.80060419299843e-11
TRM_5	SCARB1	0.483380501929681	7.19269088733654e-12
TRM_5	SGO2	0.667787138107427	0
TRM_5	SHCBP1	0.731457109401518	0
TRM_5	SHMT1	0.520600059496799	8.03801469828613e-14
TRM_5	SKA1	0.757448073015142	0
TRM_5	SKA3	0.601721187458052	0
TRM_5	SKIDA1	0.476935917790899	1.48459022852876e-11
TRM_5	SLC16A1	0.466393075168792	4.70452565792812e-11
TRM_5	SLC19A1	0.555136219807044	8.88178419700125e-16
TRM_5	SLC22A4	0.513565844025783	1.95843341543878e-13
TRM_5	SLC2A6	0.522171612856232	6.57252030578093e-14
TRM_5	SLC43A2	0.430372928765754	1.82152382066647e-09
TRM_5	SMC2	0.656975778861325	0
TRM_5	SMPD2	0.545652359615427	2.66453525910038e-15
TRM_5	SP1	-0.435438230242978	1.11734577146194e-09
TRM_5	SPAG5	0.750037114211447	0
TRM_5	SPC25	0.711708670692598	0
TRM_5	SPDL1	0.68625712363462	0
TRM_5	SPOCD1	0.445746904148286	4.02990307790674e-10
TRM_5	SPSB3	0.400924186025022	2.67452857638517e-08
TRM_5	SSC4D	0.566439426443055	0
TRM_5	ST3GAL4	0.446778165998601	3.63218566334922e-10
TRM_5	STC2	0.524249400490335	5.01820807130571e-14
TRM_5	STIL	0.650040003651352	0
TRM_5	STK3	0.447801494624691	3.27521121334939e-10
TRM_5	STMN1	0.404088434702941	2.02865346743408e-08
TRM_5	TACC3	0.533153353918956	1.55431223447522e-14
TRM_5	TACR1	-0.531741960433754	1.86517468137026e-14
TRM_5	TAF1A	0.713390812342308	0
TRM_5	TCAIM	0.408914672836767	1.32341251291024e-08
TRM_5	TCF3	0.413175962984157	9.0247822548406e-09
TRM_5	TCP11L2	-0.587611976410437	0
TRM_5	TGIF2	0.482112455496167	8.30491231340602e-12
TRM_5	TICRR	0.469722444760108	3.28226335000181e-11
TRM_5	TJP3	-0.534257759916701	1.33226762955019e-14
TRM_5	TK1	0.659550869180375	0
TRM_5	TMEM144	0.41258395051492	9.52080925209486e-09
TRM_5	TMEM177	0.602520267704804	0
TRM_5	TMEM38B	0.567482738126589	0
TRM_5	TMEM97	0.554901508723905	8.88178419700125e-16
TRM_5	TMSB15A	0.455443527360897	1.49612322530857e-10
TRM_5	TNFRSF12A	0.428966874508629	2.08321493389008e-09
TRM_5	TNFRSF4	0.424098706885994	3.30014460203643e-09
TRM_5	TNFSF10	-0.410840871567056	1.11385936030217e-08
TRM_5	TOP2A	0.766316049780972	0
TRM_5	TPX2	0.443375867768646	5.11066744479649e-10
TRM_5	TREH	-0.453975529466323	1.74175562861478e-10
TRM_5	TRMT112	0.531725414571666	1.86517468137026e-14
TRM_5	TROAP	0.729301872433961	0
TRM_5	TRPM2	0.486858796117732	4.83368900461301e-12
TRM_5	TXLNA	-0.451809514731769	2.17684315018118e-10
TRM_5	TYMS	0.768606948387252	0
TRM_5	UBE2T	0.706331143125582	0
TRM_5	USP18	0.472965427816521	2.3028245976775e-11
TRM_5	VAT1	-0.408869449404009	1.32876212255439e-08
TRM_5	WDHD1	0.601934258079362	0
TRM_5	XRCC3	0.487719206594546	4.37805347530684e-12
TRM_5	YEATS2	0.415005875445558	7.64407803721667e-09
TRM_5	ZGRF1	0.507332038970032	4.2454928461666e-13
TRM_5	ZNF280C	0.542986647344111	3.99680288865056e-15
TRM_5	ZNF281	0.516251548948818	1.39666056497845e-13
TRM_5	ZWINT	0.72978370442916	0
