gene	pathway	cor	p
ABLIM1	KEGG_HEMATOPOIETIC_CELL_LINEAGE	-0.0392963472138312	0.601483881284985
ABLIM1	KEGG_HISTIDINE_METABOLISM	0.168339630922547	0.0242874141155984
ABLIM1	KEGG_HOMOLOGOUS_RECOMBINATION	-0.0193682701121184	0.796917451825347
ABLIM1	KEGG_HUNTINGTONS_DISEASE	0.0809097793852077	0.281622534751003
ABLIM1	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	-0.239579149212842	0.0012376101733711
ABLIM1	KEGG_INOSITOL_PHOSPHATE_METABOLISM	-0.0467945639282819	0.533926496042294
ABLIM1	KEGG_INSULIN_SIGNALING_PATHWAY	0.0950848636043598	0.205474759972435
ABLIM1	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	-0.191779402072612	0.0101178650475946
ABLIM1	KEGG_JAK_STAT_SIGNALING_PATHWAY	-0.0672651125944728	0.370971630212818
ABLIM1	KEGG_LEISHMANIA_INFECTION	-0.104331561538362	0.164565886889484
ABLIM1	KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	-0.039776828622245	0.597042252280753
ABLIM1	KEGG_LIMONENE_AND_PINENE_DEGRADATION	0.146421056537956	0.0504875406562904
ABLIM1	KEGG_LINOLEIC_ACID_METABOLISM	0.455786992298659	1.44369405319367e-10
ABLIM1	KEGG_LONG_TERM_DEPRESSION	0.064978976073686	0.387487562602066
ABLIM1	KEGG_LONG_TERM_POTENTIATION	0.00643771421868064	0.9318414632038
ABLIM1	KEGG_LYSINE_DEGRADATION	-0.187102155351434	0.0121448805189572
ABLIM1	KEGG_LYSOSOME	-0.0305101617196144	0.685159398261344
ABLIM1	KEGG_MAPK_SIGNALING_PATHWAY	0.0754964985635437	0.315170317575808
ABLIM1	KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	0.0476145681834536	0.526775647270279
ABLIM1	KEGG_MELANOGENESIS	-0.110867737814866	0.139548044568021
ABLIM1	KEGG_MELANOMA	-0.294545309262898	6.27315443917364e-05
ABLIM1	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	0.403899185626456	2.06263539581641e-08
ABLIM1	KEGG_MISMATCH_REPAIR	-0.123251592353402	0.100235161113853
ABLIM1	KEGG_MTOR_SIGNALING_PATHWAY	0.0947301680816042	0.207178207770083
ABLIM1	KEGG_N_GLYCAN_BIOSYNTHESIS	-0.234625642527224	0.00157048643212376
ABLIM1	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	-0.146769172510401	0.0499361056149694
ABLIM1	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0.00769658695554302	0.91855552710406
ABLIM1	KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	0.00222903539518037	0.976375244687734
ABLIM1	KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	-0.0588701495242797	0.433750333374284
ABLIM1	KEGG_NITROGEN_METABOLISM	0.240580363329262	0.00117873728897688
ABLIM1	KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.0610127294712486	0.417174968008949
ABLIM1	KEGG_NON_HOMOLOGOUS_END_JOINING	-0.0138844259163015	0.853645976597591
ABLIM1	KEGG_NON_SMALL_CELL_LUNG_CANCER	-0.347431727512538	1.88817621893378e-06
ABLIM1	KEGG_NOTCH_SIGNALING_PATHWAY	0.0992853226070768	0.186064743793972
ABLIM1	KEGG_NUCLEOTIDE_EXCISION_REPAIR	0.0502670810267239	0.50398120634772
ABLIM1	KEGG_O_GLYCAN_BIOSYNTHESIS	0.142579548333666	0.0569155047680412
ABLIM1	KEGG_OLFACTORY_TRANSDUCTION	-0.0424573025660238	0.572539785908466
ABLIM1	KEGG_ONE_CARBON_POOL_BY_FOLATE	0.0926557395789506	0.217344474584063
ABLIM1	KEGG_OOCYTE_MEIOSIS	0.122678704875811	0.101836223337537
ABLIM1	KEGG_OTHER_GLYCAN_DEGRADATION	-0.212502087854828	0.00429208012265492
ABLIM1	KEGG_OXIDATIVE_PHOSPHORYLATION	0.17035192047496	0.0226150126752844
ABLIM1	KEGG_P53_SIGNALING_PATHWAY	0.142067497855036	0.0578212006979868
ABLIM1	KEGG_PANCREATIC_CANCER	-0.17264215227758	0.0208332468725132
ABLIM1	KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	0.113085022558704	0.131755835413548
ABLIM1	KEGG_PARKINSONS_DISEASE	0.11007386882468	0.142421852298606
ABLIM1	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	0.0860972941724381	0.251810636355283
ABLIM1	KEGG_PATHWAYS_IN_CANCER	-0.20994802317209	0.00479127382257083
ABLIM1	KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	0.00733682538091081	0.922350253952765
ABLIM1	KEGG_PENTOSE_PHOSPHATE_PATHWAY	0.110953399182424	0.139240614659273
ABLIM1	KEGG_PEROXISOME	0.145820262479414	0.0514511284046266
ABLIM1	KEGG_PHENYLALANINE_METABOLISM	0.232293279430363	0.00175393892937437
ABLIM1	KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	-0.0723788547092011	0.335626590903563
ABLIM1	KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	0.162192363002064	0.0300700105688061
ABLIM1	KEGG_PPAR_SIGNALING_PATHWAY	0.0972189366167296	0.1954384708913
ABLIM1	KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	0.0897848777049052	0.231993361593872
ABLIM1	KEGG_PRIMARY_IMMUNODEFICIENCY	-0.0437160900174644	0.561198829412898
ABLIM1	KEGG_PRION_DISEASES	-0.321773423091667	1.12178819142716e-05
ABLIM1	KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	-0.182061092269859	0.0147211440615145
ABLIM1	KEGG_PROPANOATE_METABOLISM	0.0495531854593852	0.510064912550344
ABLIM1	KEGG_PROSTATE_CANCER	-0.277485575382159	0.000169495211044923
ABLIM1	KEGG_PROTEASOME	0.0644952895632573	0.391038026762751
ABLIM1	KEGG_PROTEIN_EXPORT	-0.0943891350675154	0.208825599162061
ABLIM1	KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	0.320744421507444	1.2009208706365e-05
ABLIM1	KEGG_PURINE_METABOLISM	-0.15893292970135	0.0335860670626709
ABLIM1	KEGG_PYRIMIDINE_METABOLISM	-0.039146643048019	0.602870779392578
ABLIM1	KEGG_PYRUVATE_METABOLISM	0.163066719311265	0.0291819910758551
ABLIM1	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	-0.0997535623257025	0.183987240419895
ABLIM1	KEGG_REGULATION_OF_AUTOPHAGY	-0.151197041132327	0.043348486675943
ABLIM1	KEGG_RENAL_CELL_CARCINOMA	0.153900241164039	0.0396967939698936
ABLIM1	KEGG_RENIN_ANGIOTENSIN_SYSTEM	0.125975424788805	0.0928932460127312
ABLIM1	KEGG_RETINOL_METABOLISM	0.467248799446615	4.29034585636145e-11
ABLIM1	KEGG_RIBOFLAVIN_METABOLISM	-0.243630461741505	0.00101484138352426
ABLIM1	KEGG_RIBOSOME	0.0426982978854527	0.570360225886294
ABLIM1	KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.0607552013236366	0.419147448744195
ABLIM1	KEGG_RNA_DEGRADATION	-0.0228991642312021	0.76092716459532
ABLIM1	KEGG_RNA_POLYMERASE	0.156468802934125	0.0364703040101992
ABLIM1	KEGG_SELENOAMINO_ACID_METABOLISM	-0.0676739106743967	0.368064647306615
ABLIM1	KEGG_SMALL_CELL_LUNG_CANCER	-0.493075245402425	2.34923192010683e-12
ABLIM1	KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	0.130854765190608	0.0808165971058554
ABLIM1	KEGG_SPHINGOLIPID_METABOLISM	0.30935313167314	2.51226001388716e-05
ABLIM1	KEGG_SPLICEOSOME	-0.0131154593616527	0.861668162331397
ABLIM1	KEGG_STARCH_AND_SUCROSE_METABOLISM	0.0994441902842812	0.18535795552199
ABLIM1	KEGG_STEROID_BIOSYNTHESIS	0.394209676860973	4.76273327443266e-08
ABLIM1	KEGG_STEROID_HORMONE_BIOSYNTHESIS	0.330465624467743	6.24445926944439e-06
ABLIM1	KEGG_SULFUR_METABOLISM	-0.274276493314546	0.00020290862402117
ABLIM1	KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	-0.329999196336667	6.44682327055612e-06
ABLIM1	KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.0107931551117176	0.885978155737192
ABLIM1	KEGG_TASTE_TRANSDUCTION	-0.0993575315311377	0.185743248201349
ABLIM1	KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	-0.256715861825211	0.000522631186828715
ABLIM1	KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	0.231042386097341	0.00186018393399312
ABLIM1	KEGG_TGF_BETA_SIGNALING_PATHWAY	-0.192982488618326	0.00964740184273749
ABLIM1	KEGG_THYROID_CANCER	-0.0760233159112264	0.311795601744305
ABLIM1	KEGG_TIGHT_JUNCTION	0.216299798356307	0.00363600583206614
ABLIM1	KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	-0.0588741712518269	0.433718871172502
ABLIM1	KEGG_TRYPTOPHAN_METABOLISM	-0.150577352863076	0.0442241321130967
ABLIM1	KEGG_TYPE_I_DIABETES_MELLITUS	-0.240113771905535	0.00120584674601343
ABLIM1	KEGG_TYPE_II_DIABETES_MELLITUS	-0.044240011840139	0.556510566833614
ABLIM1	KEGG_TYROSINE_METABOLISM	0.266541453171632	0.0003102759674114
ABLIM1	KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	0.0721151568952736	0.337394868290578
ABLIM1	KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	-0.0362914065510046	0.629590552274719
ABLIM1	KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	0.0558321369237802	0.4578879233721
ABLIM1	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	-0.168028767291705	0.0245550243100565
ABLIM1	KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	0.181411944685079	0.0150853720114466
ABLIM1	KEGG_VEGF_SIGNALING_PATHWAY	-0.149432568595692	0.0458806982390549
ABLIM1	KEGG_VIBRIO_CHOLERAE_INFECTION	0.04897227034618	0.515043342219042
ABLIM1	KEGG_VIRAL_MYOCARDITIS	-0.320573965285058	1.2145288442067e-05
ABLIM1	KEGG_WNT_SIGNALING_PATHWAY	-0.0405909812076783	0.589550103556688
CSTB	KEGG_ABC_TRANSPORTERS	0.0151316935707041	0.840666152353293
CSTB	KEGG_ACUTE_MYELOID_LEUKEMIA	0.00210983456283247	0.977638274732481
CSTB	KEGG_ADHERENS_JUNCTION	-0.0562962458251937	0.454152834011737
CSTB	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	-0.0599481786087174	0.425363783617725
CSTB	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.093884315482696	0.21128141998397
CSTB	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.0899004571739264	0.231390498915397
CSTB	KEGG_ALLOGRAFT_REJECTION	-0.191191317291957	0.0103551181853985
CSTB	KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	0.0758059670727117	0.313185034260624
CSTB	KEGG_ALZHEIMERS_DISEASE	0.0634458258301769	0.398808593361581
CSTB	KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0.158220048916376	0.0343998889820736
CSTB	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	-0.108469368726612	0.148367392623911
CSTB	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.0165224793615051	0.826243424345091
CSTB	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	-0.276459128863958	0.000179579211476266
CSTB	KEGG_APOPTOSIS	0.0171525213868048	0.819728538474882
CSTB	KEGG_ARACHIDONIC_ACID_METABOLISM	0.392690459975975	5.41740066140051e-08
CSTB	KEGG_ARGININE_AND_PROLINE_METABOLISM	0.154483749414152	0.0389434806891615
CSTB	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	-0.278113130794727	0.000163592784949929
CSTB	KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	0.0560954462552379	0.455766749243462
CSTB	KEGG_ASTHMA	-0.148950103582333	0.0465942129454509
CSTB	KEGG_AUTOIMMUNE_THYROID_DISEASE	-0.188413712951888	0.011543284752606
CSTB	KEGG_AXON_GUIDANCE	-0.0567612606017309	0.450427597468953
CSTB	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.0120733235333091	0.872562633631756
CSTB	KEGG_BASAL_CELL_CARCINOMA	-0.191363497703595	0.0102851517609086
CSTB	KEGG_BASAL_TRANSCRIPTION_FACTORS	-0.0828518326274447	0.270195233720752
CSTB	KEGG_BASE_EXCISION_REPAIR	-0.171535127508662	0.0216787473485955
CSTB	KEGG_BETA_ALANINE_METABOLISM	-0.0267755747751503	0.722000175667081
CSTB	KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	-0.0105212119065841	0.888832294384884
CSTB	KEGG_BLADDER_CANCER	0.351571017631466	1.3951283857061e-06
CSTB	KEGG_BUTANOATE_METABOLISM	-0.0440088555068646	0.558576711212344
CSTB	KEGG_CALCIUM_SIGNALING_PATHWAY	0.0274562206582133	0.715234953633578
CSTB	KEGG_CARDIAC_MUSCLE_CONTRACTION	0.0346761909260102	0.644924727252587
CSTB	KEGG_CELL_ADHESION_MOLECULES_CAMS	-0.204674368041656	0.00598999567562286
CSTB	KEGG_CELL_CYCLE	-0.217955188838683	0.00337946584171345
CSTB	KEGG_CHEMOKINE_SIGNALING_PATHWAY	-0.046628988209619	0.535376275671737
CSTB	KEGG_CHRONIC_MYELOID_LEUKEMIA	-0.149991183608563	0.0450659886460207
CSTB	KEGG_CIRCADIAN_RHYTHM_MAMMAL	0.204080399096068	0.006140546938604
CSTB	KEGG_CITRATE_CYCLE_TCA_CYCLE	0.0261757618383455	0.727979907636259
CSTB	KEGG_COLORECTAL_CANCER	-0.319690846598581	1.28739810374423e-05
CSTB	KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	-0.00268948475469246	0.971496987845835
CSTB	KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	-0.181025509426573	0.0153059118596661
CSTB	KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	-0.035595363811401	0.636179590814508
CSTB	KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	0.156472166562678	0.036466228617051
CSTB	KEGG_DILATED_CARDIOMYOPATHY	-0.240403211866297	0.0011889635344362
CSTB	KEGG_DNA_REPLICATION	-0.251950738289014	0.000668186703431051
CSTB	KEGG_DORSO_VENTRAL_AXIS_FORMATION	-0.0186112391301564	0.804692789899504
CSTB	KEGG_DRUG_METABOLISM_CYTOCHROME_P450	0.395207197854546	4.3749804223836e-08
CSTB	KEGG_DRUG_METABOLISM_OTHER_ENZYMES	0.247855754334856	0.000822217817669557
CSTB	KEGG_ECM_RECEPTOR_INTERACTION	-0.270229799287083	0.000253794424840859
CSTB	KEGG_ENDOCYTOSIS	0.269841411094693	0.000259256699088439
CSTB	KEGG_ENDOMETRIAL_CANCER	-0.180425618527967	0.0156538472756029
CSTB	KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	0.275906047428928	0.000185241961529137
CSTB	KEGG_ERBB_SIGNALING_PATHWAY	0.215754424675399	0.00372429171176991
CSTB	KEGG_ETHER_LIPID_METABOLISM	0.0682938029971822	0.36368347782733
CSTB	KEGG_FATTY_ACID_METABOLISM	0.0330313394493762	0.660695620962512
CSTB	KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	-0.040222035054028	0.59293996497893
CSTB	KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	0.109009177424017	0.146346483639675
CSTB	KEGG_FOCAL_ADHESION	-0.248759073879612	0.000785671619736306
CSTB	KEGG_FOLATE_BIOSYNTHESIS	0.194021644907517	0.00925671615274704
CSTB	KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	0.178184221936059	0.0170156204787983
CSTB	KEGG_GALACTOSE_METABOLISM	0.308210303041766	2.70087941369734e-05
CSTB	KEGG_GAP_JUNCTION	-0.0635439181268937	0.398078405389584
CSTB	KEGG_GLIOMA	-0.0578875920579405	0.44147604813065
CSTB	KEGG_GLUTATHIONE_METABOLISM	0.208565960795727	0.00508258482408652
CSTB	KEGG_GLYCEROLIPID_METABOLISM	0.0837882482356204	0.264799475154412
CSTB	KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.148570105672111	0.0471626872643376
CSTB	KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	-0.038251350996859	0.611194606621525
CSTB	KEGG_GLYCOLYSIS_GLUCONEOGENESIS	0.32491564139593	9.09578362806585e-06
CSTB	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	-0.435566855962515	1.1034488878181e-09
CSTB	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	-0.230084578956267	0.00194546244186977
CSTB	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	0.0489523380940663	0.515214604125019
CSTB	KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	-0.134739162406064	0.072134690800767
CSTB	KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	-0.315341803743749	1.71070496026715e-05
CSTB	KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	-0.337429063034495	3.85475820308123e-06
CSTB	KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	0.274084931302126	0.000205085498216295
CSTB	KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	-0.0725041982812816	0.334788153215874
CSTB	KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	-0.0475831050355623	0.527049124623603
CSTB	KEGG_GNRH_SIGNALING_PATHWAY	0.185336380744917	0.0129982455964943
CSTB	KEGG_GRAFT_VERSUS_HOST_DISEASE	-0.137191001400221	0.0670557497797399
CSTB	KEGG_HEDGEHOG_SIGNALING_PATHWAY	-0.0707436838744838	0.346687045833518
CSTB	KEGG_HEMATOPOIETIC_CELL_LINEAGE	-0.0419125815864634	0.577480633932134
CSTB	KEGG_HISTIDINE_METABOLISM	0.155175825970651	0.0380656486145887
CSTB	KEGG_HOMOLOGOUS_RECOMBINATION	-0.0904541373840566	0.228517805818284
CSTB	KEGG_HUNTINGTONS_DISEASE	-0.0283377572910708	0.70650591904188
CSTB	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	-0.247284375545391	0.000846135119928482
CSTB	KEGG_INOSITOL_PHOSPHATE_METABOLISM	-0.0636903796808101	0.396989649890062
CSTB	KEGG_INSULIN_SIGNALING_PATHWAY	0.00505469099691751	0.946459261837397
