"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0000070","mitotic sister chromatid segregation","52/2074","188/18888",0.276595744680851,2.51896838260941,7.35118242309937,1.77993790688985e-10,9.54046718092958e-08,7.94925379086595e-08,"KIF14/TPX2/KIF2C/KIF23/CDCA5/KNSTRN/KIF4A/TRIP13/CENPF/BUB1B/SPAG5/KAT2B/MYBL2/NEK2/CDCA8/AURKB/DLGAP5/CDC20/KNTC1/CDK1/VPS4B/BIRC5/SPC25/PRC1/NUF2/SKA1/RAB11A/CENPE/SPDL1/KIFC1/MAD2L2/KIF18A/ESPL1/KNL1/ZWINT/BUB1/NDC80/SMC2/DUSP1/FBXO5/MAD2L1/CHEK2/KIF11/CUL3/XRCC3/CDT1/NCAPD2/PSRC1/NUSAP1/SKA3/CENPK/CCNB1",52
"BP","GO:0140014","mitotic nuclear division","67/2074","277/18888",0.24187725631769,2.20278573641684,7.08261514685404,2.89022714322348e-10,1.42006493637047e-07,1.18321842784421e-07,"KIF14/TPX2/KIF2C/KIF23/CDCA5/KNSTRN/KIF4A/TRIP13/CENPF/BUB1B/SPAG5/KAT2B/MYBL2/NEK2/CDCA8/AURKB/DLGAP5/NFIA/CDC20/KNTC1/CDK1/MTBP/VPS4B/BIRC5/SPC25/PRC1/NUF2/SKA1/RAB11A/CENPE/SPDL1/KIFC1/MAD2L2/KIF18A/ESPL1/KNL1/ZWINT/BUB1/NDC80/SMC2/DUSP1/TOM1L2/FBXO5/MAD2L1/CHEK2/MKI67/KIF11/CUL3/XRCC3/PDXP/CDT1/NCAPD2/PSRC1/FBXO43/KLHDC8B/NUSAP1/CAV2/SKA3/EPGN/CENPK/CCNB1/PDGFRB/DMRT1/SMPD3/IL1B/EDN3/EREG",67
"BP","GO:0009913","epidermal cell differentiation","61/2074","246/18888",0.247967479674797,2.25824964131994,6.97651386449736,6.30717156779864e-10,2.86054488951852e-07,2.38344693983128e-07,"SCEL/SPINK5/PPL/EXPH5/TGM3/FLG/KAZN/CYP27B1/GLI1/ANKRD24/HES5/ETV4/ZFP36/TGM1/SFRP4/CNFN/MSX2/CDSN/KRT4/SPRR3/AQP3/FOXC1/GRHL1/CASP14/TP63/LCE2A/SPRR2D/MYO6/TCHH/MYO7A/PLS1/SLC44A4/IL20/ZBED2/KRT17/ALOX15B/FA2H/LCE2B/WNT16/KRT36/REG3G/HOXA7/IVL/OVOL1/LCE1C/GRXCR1/SPRR2G/KRT2/LCE6A/PTCH2/LIPM/SLC39A2/SPRR1A/KRT80/AKR1C3/ACER1/LCE2D/SPRR1B/EREG/LCE5A/S100A7",61
"BP","GO:0045787","positive regulation of cell cycle","75/2074","332/18888",0.225903614457831,2.05731314844721,6.82622874980773,7.43665777511639e-10,3.13189530300616e-07,2.60953998770437e-07,"KIF14/KIF23/CDCA5/DTL/TMOD3/ECT2/SPAG5/KAT2B/CDCA8/AURKB/DLGAP5/RAD51AP1/CDC20/STIL/CDK1/MTBP/VPS4B/BIRC5/CDK4/DDX11/RAB11A/KCNA5/E2F7/ESPL1/KNL1/BUB1/MAGEA4/NDC80/SMC2/ANKRD31/PTK6/GLI1/FBXO5/MAD2L1/FGF10/TGM1/CDC7/CUL3/XRCC3/MSX2/CCNE2/NCAPD2/PSRC1/CITED2/BRCA2/DYNLT3/NUSAP1/GIPC1/SLC6A4/PLK4/MAP3K20/CDC25A/EPGN/CCNB1/CRNN/STRA8/PDGFRB/RRM2/DBF4/DMRT1/SMPD3/TBX3/TBX20/PBX1/DYRK3/IL1B/MSX1/EDN3/FOXG1/CIT/OVOL1/CENPV/USP2/WNT10B/EREG",75
"BP","GO:0051783","regulation of nuclear division","43/2074","147/18888",0.292517006802721,2.66396394623423,7.11306117341403,9.99815555251092e-10,3.92994167584029e-07,3.27448364656621e-07,"TRIP13/CENPF/BUB1B/NEK2/CDCA8/AURKB/DLGAP5/RAD51AP1/CDC20/KNTC1/MTBP/BIRC5/SPC25/NUF2/SPDL1/MAD2L2/ESPL1/KNL1/ZWINT/BUB1/NDC80/DUSP1/TOM1L2/FBXO5/MAD2L1/MKI67/CUL3/XRCC3/MSX2/PDXP/FBXO43/NUSAP1/CAV2/EPGN/CCNB1/STRA8/PDGFRB/DMRT1/SMPD3/IL1B/MSX1/EDN3/EREG",43
"BP","GO:0090068","positive regulation of cell cycle process","63/2074","263/18888",0.239543726235741,2.18153418569946,6.77682654546967,1.47963654105229e-09,5.45246065377768e-07,4.5430682480862e-07,"KIF14/KIF23/CDCA5/DTL/TMOD3/ECT2/SPAG5/KAT2B/CDCA8/AURKB/DLGAP5/RAD51AP1/CDC20/STIL/CDK1/MTBP/VPS4B/BIRC5/CDK4/DDX11/RAB11A/KCNA5/E2F7/ESPL1/KNL1/BUB1/NDC80/SMC2/ANKRD31/GLI1/FBXO5/MAD2L1/FGF10/CDC7/CUL3/XRCC3/MSX2/CCNE2/NCAPD2/NUSAP1/GIPC1/PLK4/MAP3K20/CDC25A/EPGN/CCNB1/CRNN/STRA8/PDGFRB/RRM2/DBF4/DMRT1/SMPD3/TBX20/PBX1/DYRK3/IL1B/MSX1/EDN3/CIT/CENPV/WNT10B/EREG",63
"BP","GO:0030216","keratinocyte differentiation","48/2074","177/18888",0.271186440677966,2.4697056371868,6.89951937245875,1.8171761809724e-09,6.30239456647838e-07,5.25124534773881e-07,"SCEL/PPL/EXPH5/TGM3/FLG/KAZN/CYP27B1/ETV4/ZFP36/TGM1/CNFN/MSX2/CDSN/KRT4/SPRR3/AQP3/FOXC1/GRHL1/CASP14/TP63/LCE2A/SPRR2D/TCHH/IL20/ZBED2/KRT17/ALOX15B/LCE2B/WNT16/KRT36/REG3G/HOXA7/IVL/LCE1C/SPRR2G/KRT2/LCE6A/LIPM/SLC39A2/SPRR1A/KRT80/AKR1C3/ACER1/LCE2D/SPRR1B/EREG/LCE5A/S100A7",48
"BP","GO:0033047","regulation of mitotic sister chromatid segregation","23/2074","54/18888",0.425925925925926,3.87892424729455,7.44056952345783,2.78914525594743e-09,9.13600023837004e-07,7.61224614591034e-07,"TRIP13/CENPF/BUB1B/KAT2B/CDCA8/AURKB/CDC20/KNTC1/CDK1/BIRC5/SPC25/NUF2/SPDL1/MAD2L2/KNL1/ZWINT/BUB1/NDC80/DUSP1/FBXO5/MAD2L1/XRCC3/CCNB1",23
"BP","GO:0051784","negative regulation of nuclear division","25/2074","63/18888",0.396825396825397,3.61390457822473,7.2986553508233,3.40368464816348e-09,1.05621708871431e-06,8.80055194070858e-07,"TRIP13/CENPF/BUB1B/CDCA8/AURKB/CDC20/KNTC1/MTBP/BIRC5/SPC25/NUF2/SPDL1/MAD2L2/KNL1/ZWINT/BUB1/NDC80/DUSP1/TOM1L2/FBXO5/MAD2L1/XRCC3/FBXO43/CCNB1/DMRT1",25
"BP","GO:0010965","regulation of mitotic sister chromatid separation","24/2074","59/18888",0.406779661016949,3.7045584557802,7.30733630621442,3.87516530929043e-09,1.14239873317882e-06,9.51862973603076e-07,"TRIP13/CENPF/BUB1B/CDCA8/AURKB/DLGAP5/CDC20/KNTC1/BIRC5/SPC25/NUF2/SPDL1/MAD2L2/ESPL1/KNL1/ZWINT/BUB1/NDC80/DUSP1/FBXO5/MAD2L1/CUL3/XRCC3/CCNB1",24
"BP","GO:0048705","skeletal system morphogenesis","56/2074","229/18888",0.244541484716157,2.22704896977762,6.56123810768448,5.39977259852036e-09,1.51605044004172e-06,1.26319492317266e-06,"SIX1/COL1A1/COL11A1/SIX4/DLX2/TBX15/COL3A1/HOXC8/MTHFD1L/MMP13/EXT1/RUNX2/CBS/FLVCR1/HOXD10/HOXB7/BARX2/HOXC11/SOX11/CDX1/FBN2/SFRP4/MSX2/CHAD/CHST11/CITED2/HOXD8/CSRNP1/DLX5/FOXC1/SIX2/GSC/NDST1/RFLNB/TBX1/HOXA4/SMPD3/NKX3-2/WNT7A/MSX1/HOXB5/HOXA7/HAS2/HOXB6/FOXC2/COL2A1/HOXB9/ALX4/ALX3/WNT10B/IHH/MMP16/LTF/HOXB8/SP5/DCANP1",56
"BP","GO:0048706","embryonic skeletal system development","38/2074","128/18888",0.296875,2.70365236258438,6.79234743389184,5.88233317236756e-09,1.5764652901945e-06,1.31353344093011e-06,"SIX1/COL1A1/COL11A1/SIX4/DLX1/DLX2/TBX15/SULF1/MTHFD1L/EXT1/RUNX2/FLVCR1/HOXD10/HOXB7/HOXC11/SOX11/DMRT2/CHST11/SIX2/GSC/WNT11/NDST1/TBX1/HOXA4/NKX3-2/PBX1/HOXB5/HOXA7/HOXB6/FOXC2/COL2A1/HOXB9/ALX4/ALX3/RBP4/IHH/MMP16/HOXB8",38
"BP","GO:0045839","negative regulation of mitotic nuclear division","23/2074","56/18888",0.410714285714286,3.7403912384626,7.21287997998136,6.53686948850965e-09,1.65696844291499e-06,1.38060981987507e-06,"TRIP13/CENPF/BUB1B/CDCA8/AURKB/CDC20/KNTC1/MTBP/BIRC5/SPC25/NUF2/SPDL1/MAD2L2/KNL1/ZWINT/BUB1/NDC80/DUSP1/TOM1L2/FBXO5/MAD2L1/XRCC3/CCNB1",23
"BP","GO:0033046","negative regulation of sister chromatid segregation","21/2074","48/18888",0.4375,3.98432979749277,7.27071848176983,7.58788126843703e-09,1.65696844291499e-06,1.38060981987507e-06,"TRIP13/CENPF/BUB1B/CDCA8/AURKB/CDC20/KNTC1/BIRC5/SPC25/NUF2/SPDL1/MAD2L2/KNL1/ZWINT/BUB1/NDC80/DUSP1/FBXO5/MAD2L1/XRCC3/CCNB1",21
"BP","GO:0033048","negative regulation of mitotic sister chromatid segregation","21/2074","48/18888",0.4375,3.98432979749277,7.27071848176983,7.58788126843703e-09,1.65696844291499e-06,1.38060981987507e-06,"TRIP13/CENPF/BUB1B/CDCA8/AURKB/CDC20/KNTC1/BIRC5/SPC25/NUF2/SPDL1/MAD2L2/KNL1/ZWINT/BUB1/NDC80/DUSP1/FBXO5/MAD2L1/XRCC3/CCNB1",21
"BP","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","21/2074","48/18888",0.4375,3.98432979749277,7.27071848176983,7.58788126843703e-09,1.65696844291499e-06,1.38060981987507e-06,"TRIP13/CENPF/BUB1B/CDCA8/AURKB/CDC20/KNTC1/BIRC5/SPC25/NUF2/SPDL1/MAD2L2/KNL1/ZWINT/BUB1/NDC80/DUSP1/FBXO5/MAD2L1/XRCC3/CCNB1",21
"BP","GO:2000816","negative regulation of mitotic sister chromatid separation","21/2074","48/18888",0.4375,3.98432979749277,7.27071848176983,7.58788126843703e-09,1.65696844291499e-06,1.38060981987507e-06,"TRIP13/CENPF/BUB1B/CDCA8/AURKB/CDC20/KNTC1/BIRC5/SPC25/NUF2/SPDL1/MAD2L2/KNL1/ZWINT/BUB1/NDC80/DUSP1/FBXO5/MAD2L1/XRCC3/CCNB1",21
"BP","GO:0007517","muscle organ development","76/2074","359/18888",0.211699164345404,1.9279526596702,6.23443927476873,1.20731160338435e-08,2.54225329055504e-06,2.11824182443412e-06,"SIX1/ELN/CENPF/COL11A1/SIX4/CHRNA1/COL3A1/FZD2/RYR1/STRA6/PITX1/TGFBR3/FHL1/HOXD10/BARX2/ERBB3/SOX11/VAX1/NLN/ITGA11/FOXO4/HLF/ITGA7/FOXL2/MYOZ1/CXCL10/RPL3L/TCF21/CITED2/BASP1/FOXC1/MYOM1/CAV2/GSC/SMTN/NEB/NRG1/MYOCD/CFL2/FOS/COL6A1/MYLK/EGR1/COL6A3/BTG2/TBX1/TAGLN/KLHL41/EPHB1/JPH2/TBX20/WT1/CASQ1/RYR2/MSX1/PAX3/RBM24/CHODL/DES/UTRN/FOXC2/MYL2/POU4F1/ACTA1/MKX/ALX4/USP2/WNT10B/DMD/B4GALNT2/TNNI3/DMRTA2/PAX7/MEGF10/MEOX2/DCANP1",76
"BP","GO:0051306","mitotic sister chromatid separation","24/2074","62/18888",0.387096774193548,3.52530562727471,6.99489353448928,1.25095636113078e-08,2.54332369145762e-06,2.11913369778489e-06,"TRIP13/CENPF/BUB1B/CDCA8/AURKB/DLGAP5/CDC20/KNTC1/BIRC5/SPC25/NUF2/SPDL1/MAD2L2/ESPL1/KNL1/ZWINT/BUB1/NDC80/DUSP1/FBXO5/MAD2L1/CUL3/XRCC3/CCNB1",24
"BP","GO:0000280","nuclear division","89/2074","446/18888",0.199551569506726,1.81732403319337,6.13490772045329,1.42389013019432e-08,2.76159375249649e-06,2.30099943635312e-06,"KIF14/TPX2/KIF2C/KIF23/CDCA5/KNSTRN/KIF4A/TOP2A/CCNA1/TRIP13/CENPF/BUB1B/SPAG5/KAT2B/MYBL2/NEK2/CDCA8/AURKB/DLGAP5/RAD51AP1/NFIA/CDC20/KNTC1/CDK1/RAD54L/MTBP/VPS4B/CCNB2/P3H4/BIRC5/SPC25/PRC1/NUF2/SKA1/RAB11A/ASPM/CENPE/SPDL1/KIFC1/MAD2L2/KIF18A/RAD51/ESPL1/KNL1/FANCA/ZWINT/BUB1/MOV10L1/NDC80/SMC2/DUSP1/ANKRD31/TOM1L2/FBXO5/MAD2L1/BRIP1/CHEK2/MKI67/KIF11/CUL3/XRCC3/MSX2/PDXP/CDT1/CCNE2/NCAPD2/PSRC1/FBXO43/BRCA2/KLHDC8B/NUSAP1/CAV2/SKA3/TESMIN/EPGN/CENPK/CCNB1/PTTG1/STRA8/PDGFRB/DMRT1/SMPD3/M1AP/IL1B/SYCE2/MSX1/EDN3/EREG/MAEL",89
"BP","GO:0000819","sister chromatid segregation","55/2074","229/18888",0.240174672489083,2.18728023817444,6.34858798228949,1.451991287778e-08,2.76159375249649e-06,2.30099943635312e-06,"KIF14/TPX2/KIF2C/KIF23/CDCA5/KNSTRN/KIF4A/TOP2A/TRIP13/CENPF/BUB1B/SPAG5/KAT2B/MYBL2/NEK2/CDCA8/AURKB/DLGAP5/CDC20/KNTC1/CDK1/TACC3/VPS4B/BIRC5/SPC25/PRC1/NUF2/SKA1/RAB11A/CENPE/SPDL1/KIFC1/MAD2L2/KIF18A/ESPL1/KNL1/ZWINT/BUB1/NDC80/SMC2/DUSP1/FBXO5/MAD2L1/CHEK2/KIF11/CUL3/XRCC3/CDT1/NCAPD2/PSRC1/NUSAP1/SKA3/MAP3K20/CENPK/CCNB1",55
"BP","GO:0051985","negative regulation of chromosome segregation","21/2074","50/18888",0.42,3.82495660559306,7.02473153650983,1.84116088141251e-08,3.13327529672548e-06,2.6106898182207e-06,"TRIP13/CENPF/BUB1B/CDCA8/AURKB/CDC20/KNTC1/BIRC5/SPC25/NUF2/SPDL1/MAD2L2/KNL1/ZWINT/BUB1/NDC80/DUSP1/FBXO5/MAD2L1/XRCC3/CCNB1",21
"BP","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","21/2074","50/18888",0.42,3.82495660559306,7.02473153650983,1.84116088141251e-08,3.13327529672548e-06,2.6106898182207e-06,"TRIP13/CENPF/BUB1B/CDCA8/AURKB/CDC20/KNTC1/BIRC5/SPC25/NUF2/SPDL1/MAD2L2/KNL1/ZWINT/BUB1/NDC80/DUSP1/FBXO5/MAD2L1/XRCC3/CCNB1",21
"BP","GO:1905819","negative regulation of chromosome separation","21/2074","50/18888",0.42,3.82495660559306,7.02473153650983,1.84116088141251e-08,3.13327529672548e-06,2.6106898182207e-06,"TRIP13/CENPF/BUB1B/CDCA8/AURKB/CDC20/KNTC1/BIRC5/SPC25/NUF2/SPDL1/MAD2L2/KNL1/ZWINT/BUB1/NDC80/DUSP1/FBXO5/MAD2L1/XRCC3/CCNB1",21
"BP","GO:0007094","mitotic spindle assembly checkpoint signaling","20/2074","46/18888",0.434782608695652,3.95958240744623,7.05823636508626,1.96626841890846e-08,3.13327529672548e-06,2.6106898182207e-06,"TRIP13/CENPF/BUB1B/CDCA8/AURKB/CDC20/KNTC1/BIRC5/SPC25/NUF2/SPDL1/MAD2L2/KNL1/ZWINT/BUB1/NDC80/DUSP1/MAD2L1/XRCC3/CCNB1",20
