p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	pct.diff
1.19764949443922e-08	0.50769623208199	0.792	0.674	0.000274716841034469	0	CLEC2B	0.118
1.24090902327868e-08	0.527748514001045	0.645	0.539	0.000284639711759663	0	CHORDC1	0.106
1.3437062662255e-08	0.835773482654186	0.415	0.298	0.000308219343346806	0	RHOB	0.117
2.90512293232557e-08	0.517324590202826	0.759	0.647	0.000666377098216839	0	RGS2	0.112
3.93218849423233e-08	0.59115211694807	0.508	0.395	0.000901965396807013	0	MYLIP	0.113
5.7514951065508e-08	0.526268118840041	0.585	0.499	0.00131927794754062	0	SBDS	0.086
6.93063837955455e-08	0.782835402035241	0.384	0.289	0.00158974983150222	0	SLA2	0.095
9.29529915456197e-08	0.581221267070186	0.558	0.478	0.00213215572007342	0	GIMAP4	0.0800000000000001
1.25614115439011e-07	0.719427118279296	0.469	0.375	0.00288133657994004	0	STOM	0.094
1.33277910900494e-07	0.588939401541665	0.498	0.404	0.00305712872023552	0	FAM177A1	0.094
1.68148263109211e-07	0.701433746319503	0.407	0.316	0.00385698485919908	0	XBP1	0.091
2.02649646429753e-07	0.606486046542795	0.438	0.35	0.00464837758980568	0	CCNH	0.088
3.68855182028337e-07	0.55623620907092	0.357	0.244	0.008460800165366	0	AUTS2	0.113
4.17830220691266e-07	0.604356151601621	0.45	0.347	0.00958418960221627	0	LYAR	0.103
4.97888573251189e-07	0.727621635382761	0.355	0.256	0.0114205680932358	0	TRAT1	0.099
1.79631764279324e-06	0.594457845591953	0.475	0.394	0.0412039340903913	0	GSPT1	0.081
1.87152234778516e-72	1.89681008277571	0.669	0.244	4.2928979613496e-68	1	HOPX	0.425
2.27706424023673e-67	1.37655137469546	0.622	0.183	5.223129954255e-63	1	KRT13	0.439
7.37073295720243e-42	0.689781267802792	0.969	0.854	1.69069872572309e-37	1	IL32	0.115
8.91170317412764e-38	0.891376209888457	0.95	0.766	2.0441664740814e-33	1	S100A4	0.184
6.68171325154707e-36	0.998469151833658	0.967	0.784	1.53265138563987e-31	1	CCL4	0.183
4.77956074043323e-35	0.78455250723367	0.96	0.838	1.09633564264057e-30	1	S100A6	0.122
4.49666783613476e-34	0.904509545705923	0.736	0.428	1.03144566825259e-29	1	LINC01871	0.308
1.10501019848587e-32	0.56365638004809	0.996	0.92	2.53467239328689e-28	1	SH3BGRL3	0.076
1.70476245903934e-32	0.681637671825516	0.944	0.712	3.91038412854444e-28	1	ANXA1	0.232
3.32145561312688e-32	0.975361675988732	0.659	0.355	7.61875488539043e-28	1	KLRD1	0.304
3.58962855719489e-31	1.02769786882528	0.511	0.229	8.23388998449364e-27	1	S100A9	0.282
5.62155990070927e-31	0.98398094533862	0.644	0.351	1.28947341002469e-26	1	LMNA	0.293
8.38227497095013e-30	0.799539492750313	0.769	0.46	1.92272623283654e-25	1	CTSW	0.309
8.87598763981276e-30	1.04755560912535	0.595	0.314	2.03597404482025e-25	1	DSTN	0.281
5.40253475611253e-29	0.578659331745937	0.958	0.843	1.23923342235709e-24	1	CD52	0.115
1.41450711437116e-28	0.944073788170961	0.726	0.462	3.24459641894457e-24	1	CD8B	0.264
3.19987078878587e-28	0.811948057478939	0.457	0.194	7.33986361531703e-24	1	S100A8	0.263
6.34395297951289e-28	0.652948775627702	0.906	0.759	1.45517593444067e-23	1	ARL4C	0.147
8.23179536596999e-27	0.55901692378269	0.977	0.832	1.8882092210462e-22	1	HCST	0.145
1.79867128973999e-26	0.571341877137016	0.967	0.843	4.12579220440558e-22	1	MYL12A	0.124
3.40340818092733e-26	1.24787026430534	0.389	0.158	7.80673768541111e-22	1	MYBL1	0.231
4.6163679668589e-26	0.979196766883157	0.462	0.206	1.0589024842381e-21	1	MATK	0.256
1.91540502233691e-25	0.766823510465619	0.757	0.51	4.39355604023641e-21	1	NR4A2	0.247
7.0625925830064e-25	0.605190053934754	0.909	0.738	1.62001748669001e-20	1	CD99	0.171
1.45111564799519e-23	0.540158398112252	0.911	0.772	3.32856907337136e-19	1	CD3G	0.139
3.89804584342876e-23	1.04430758580279	0.414	0.188	8.94133755565688e-19	1	CAPG	0.226
5.2110178932159e-23	0.658611569627499	0.798	0.614	1.19530328434586e-18	1	CD8A	0.184
1.00574789850088e-22	0.748678375132828	0.728	0.496	2.30698452958131e-18	1	PTGER4	0.232
2.81735554704356e-22	0.828820102083508	0.653	0.42	6.46245015380853e-18	1	CD55	0.233
1.58845909188778e-21	0.528350985563987	0.981	0.912	3.64360746497219e-17	1	VIM	0.069
3.72173022774946e-21	0.720559688516321	0.705	0.465	8.53690479641172e-17	1	MYADM	0.24
4.6118474736108e-21	0.788719991929673	0.742	0.539	1.05786557349685e-16	1	TOB1	0.203
6.67413942468719e-21	0.785202646891533	0.584	0.351	1.53091410123475e-16	1	ANKRD28	0.233
1.64478160113408e-20	0.767168190773307	0.638	0.41	3.77280003668136e-16	1	DHRS7	0.228
1.17905479739148e-19	0.804564666663684	0.607	0.389	2.70451589425658e-15	1	CCND3	0.218
4.25190246273219e-19	0.591893999194414	0.906	0.75	9.7530138690151e-15	1	S100A10	0.156
4.45623350970499e-17	1.05082433089824	0.476	0.283	1.02217084245613e-12	1	AREG	0.193
8.41703066240126e-17	0.784263780424164	0.443	0.247	1.9306984933416e-12	1	XCL2	0.196
1.09771591583378e-16	0.556422732992253	0.775	0.614	2.51794076773953e-12	1	CELF2	0.161
1.62212131747767e-16	0.537177213552727	0.8	0.591	3.72082187803029e-12	1	LGALS1	0.209
3.19923616611938e-16	0.922557617061657	0.37	0.188	7.33840791784462e-12	1	SCML4	0.182
3.22656896530993e-16	0.654161458955677	0.545	0.341	7.40110389262791e-12	1	IVNS1ABP	0.204
1.45319236642461e-15	0.545649398105922	0.657	0.424	3.33333265010478e-11	1	TRGC2	0.233
1.46769615002436e-15	0.77910678402322	0.366	0.183	3.36660142892587e-11	1	ADAM8	0.183
2.34218188234059e-15	0.818715547422991	0.563	0.387	5.37249680171285e-11	1	GPR65	0.176
2.44583341970943e-15	0.839848893866923	0.464	0.268	5.61025269812949e-11	1	GLIPR2	0.196
4.08336180820258e-15	0.582699816335107	0.599	0.386	9.36641531565508e-11	1	TGFB1	0.213
2.38745421172102e-14	0.606220743566398	0.68	0.507	5.47634247084567e-10	1	CKLF	0.173
2.90719746002303e-14	0.626014884376252	0.572	0.37	6.66852953380083e-10	1	SPN	0.202
8.99783699118408e-14	0.758808675985462	0.428	0.248	2.0639238490378e-09	1	LINC00623	0.18
2.62695686949104e-13	0.688849028678086	0.38	0.204	6.02571366723856e-09	1	SLAMF7	0.176
3.13514841504934e-13	0.665306213908623	0.501	0.326	7.19140343444017e-09	1	ITGA1	0.175
4.31860630980599e-13	0.697088820380684	0.466	0.284	9.90601915343298e-09	1	RHOC	0.182
4.88608632620485e-13	0.5605339501585	0.597	0.398	1.12077048150487e-08	1	BIN2	0.199
5.63336395475484e-13	0.545302247526899	0.651	0.461	1.29218102394167e-08	1	TBC1D10C	0.19
6.66234837351591e-13	0.510692975869799	0.748	0.559	1.52820946991708e-08	1	UBE2S	0.189
2.75453786102628e-12	0.510927020376091	0.778	0.606	6.31835894562208e-08	1	EMP3	0.172
2.95468452971606e-12	0.513793164358304	0.642	0.459	6.77745537426271e-08	1	HIGD2A	0.183
5.54953172676712e-12	0.556093621502417	0.59	0.402	1.27295158748584e-07	1	C12orf75	0.188
8.87842472208904e-12	0.608896259832439	0.443	0.279	2.03653306275278e-07	1	ITGB7	0.164
9.88362436412008e-12	0.506958597778941	0.684	0.501	2.26710575664186e-07	1	CSTB	0.183
1.37113670664402e-11	0.749237189005948	0.372	0.221	3.14511337770006e-07	1	PERP	0.151
1.38882309503074e-11	0.754462991935829	0.464	0.306	3.18568241538152e-07	1	ATP2B1	0.158
2.23515113606732e-11	0.643054295019091	0.376	0.218	5.12698967591121e-07	1	CD226	0.158
4.31412241122005e-11	0.512462796952915	0.605	0.431	9.89573398685655e-07	1	ANXA6	0.174
7.56660047741304e-11	0.522850406140546	0.584	0.405	1.735626817509e-06	1	ATF3	0.179
1.9870733429137e-10	0.626193786024189	0.401	0.246	4.55794883397544e-06	1	PDLIM2	0.155
2.28034955797342e-10	0.557515243638335	0.455	0.295	5.23066581607943e-06	1	GLUL	0.16
3.33547544469756e-10	0.552434573423459	0.514	0.353	7.65091357504725e-06	1	JMJD6	0.161
3.58577066087227e-10	0.754619104424284	0.497	0.361	8.22504074190882e-06	1	DUSP5	0.136
6.13708900812075e-10	0.512607686555247	0.551	0.382	1.40772547668274e-05	1	CRYBG1	0.169
1.18386039507015e-09	0.507404360685655	0.538	0.38	2.71553897421192e-05	1	OSTF1	0.158
1.18454482178652e-09	0.721928023317455	0.559	0.411	2.71710891221393e-05	1	IER5L	0.148
1.76473810121766e-09	0.539209746327189	0.453	0.301	4.04795625657306e-05	1	SSBP4	0.152
6.73012842995247e-09	0.560832751550387	0.455	0.313	0.00015437568592625	1	CSRNP1	0.142
7.26550058032666e-09	0.504152475336118	0.464	0.316	0.000166656052311533	1	THUMPD1	0.148
7.47592657663891e-09	0.6407611966367	0.358	0.229	0.000171482803814943	1	RASSF1	0.129
1.25665492324625e-07	0.544966257449661	0.497	0.37	0.00288251506294225	1	TIPARP	0.127
1.45163638032641e-07	0.534722014494689	0.441	0.313	0.00332976352919272	1	TBCB	0.128
1.77327485640496e-07	0.613635280632286	0.378	0.255	0.00406753786562169	1	RASGEF1B	0.123
2.47508875012865e-07	0.529822598266985	0.401	0.279	0.00567735857504509	1	M6PR	0.122
2.80152926341445e-07	0.514392920317523	0.387	0.266	0.00642614782442006	1	HMOX2	0.121
3.12225371130158e-07	0.539813011304975	0.38	0.255	0.00716182556298358	1	TRG-AS1	0.125
4.48393886072824e-45	0.700439981510061	1	0.989	1.02852589587384e-40	2	MT-CYB	0.011
8.62921331736247e-36	0.594798425974344	1	0.993	1.9793689507366e-31	2	MT-ND3	0.00700000000000001
9.79292685030288e-28	1.19052189167759	0.513	0.242	2.24630156092247e-23	2	KRT13	0.271
1.38201120371446e-24	0.547367135927558	1	0.984	3.17005729908022e-20	2	MT-ND2	0.016
2.08089456562045e-24	0.670559804412953	0.962	0.892	4.77315595462018e-20	2	TXNIP	0.07
1.08943895819559e-19	0.585803353866339	0.974	0.935	2.49895508230905e-15	2	MT-ND5	0.0389999999999999
4.37442879007762e-17	0.671305626706311	0.417	0.224	1.003406475868e-12	2	S100A8	0.193
1.01035621114036e-15	0.796179625435824	0.452	0.264	2.31755507711375e-11	2	S100A9	0.188
1.45356130226184e-12	0.887386024372957	0.566	0.408	3.33417891512822e-08	2	GZMK	0.158
1.33308321741657e-08	0.637131817074535	0.732	0.667	0.000305782628411014	2	FOSB	0.0649999999999999
1.93773762083048e-08	0.639829597494118	0.755	0.721	0.000444478255466095	2	KIAA1551	0.034
1.20990460785766e-06	0.765305683651208	0.671	0.639	0.027752791895039	2	AHNAK	0.032
1.94428762247173e-224	4.02757327963785	0.778	0.053	4.45980694842566e-220	3	CXCL13	0.725
1.81893677365052e-115	3.12066770477159	0.574	0.079	4.17227717139956e-111	3	SOX4	0.495
6.75292908399612e-111	2.83609045752693	0.635	0.106	1.54898687328703e-106	3	IFI44L	0.529
1.86753161860724e-107	2.19498366748222	0.909	0.39	4.28374402676128e-103	3	RBPJ	0.519
6.58094862605835e-107	3.12094360765602	0.495	0.056	1.50953799584526e-102	3	LAYN	0.439
3.14577012076714e-103	2.91980950888411	0.647	0.137	7.21576750301567e-99	3	ACP5	0.51
4.47024938341246e-103	2.64576185236781	0.748	0.205	1.02538580356715e-98	3	CTLA4	0.543
5.40311278803366e-103	2.66494247778275	0.66	0.133	1.23936601131916e-98	3	HAVCR2	0.527
1.16037859015634e-101	3.44492846980532	0.468	0.053	2.66167641010062e-97	3	TNFSF4	0.415
9.86205606393731e-97	3.20137512509382	0.535	0.086	2.26215841994594e-92	3	LAIR2	0.449
2.06131752210835e-93	3.00198720618726	0.599	0.128	4.72825013221214e-89	3	TNFRSF18	0.471
2.5930809174987e-91	2.29256501789347	0.796	0.278	5.94800900855852e-87	3	TIGIT	0.518
5.05733190603441e-89	2.66939869926638	0.562	0.104	1.16005079260617e-84	3	KIR2DL4	0.458
1.04243317366771e-85	2.70120890323427	0.48	0.072	2.39113321375899e-81	3	LINC02195	0.408
5.70819919612658e-84	1.72649698096334	0.991	0.722	1.30934673160751e-79	3	GZMB	0.269
1.40448574136039e-81	1.97924561980123	0.778	0.269	3.22160939353247e-77	3	PHLDA1	0.509
1.70973734994712e-80	2.18485138780485	0.787	0.29	3.92179553330871e-76	3	IFI6	0.497
1.0707351839364e-78	1.95597387950246	0.833	0.343	2.45605236491332e-74	3	HLA-DQA1	0.49
3.81660249936297e-78	1.27337314604501	0.748	0.228	8.75452281303877e-74	3	CCL3	0.52
5.58726864619424e-78	1.90008844910525	0.869	0.454	1.28160768206403e-73	3	HLA-DRA	0.415
4.10015501737109e-75	2.41720589287475	0.644	0.187	9.4049355788458e-71	3	MX1	0.457
7.1217364266678e-74	2.67686133012641	0.55	0.128	1.63358390154906e-69	3	TNFRSF9	0.422
4.65747264008984e-72	1.12577967037762	0.994	0.922	1.06833107418381e-67	3	GAPDH	0.072
1.06545072328057e-70	2.62062102372551	0.517	0.116	2.44393086906098e-66	3	CSF1	0.401
4.6773363406626e-69	2.01790509986642	0.845	0.414	1.07288740982119e-64	3	ISG15	0.431
5.04511234605173e-68	1.57392695026283	0.903	0.545	1.15724786993735e-63	3	HLA-DRB1	0.358
5.5136069998163e-67	2.35894880764311	0.508	0.112	1.26471117361786e-62	3	HLA-DQA2	0.396
5.05807102283459e-66	2.73636197811733	0.432	0.08	1.1602203312178e-61	3	OAS1	0.352
5.68346153771998e-65	2.6546821095576	0.422	0.077	1.30367240752221e-60	3	AKAP5	0.345
1.42395359753358e-63	2.67655961880075	0.404	0.072	3.26626476202253e-59	3	TBC1D4	0.332
1.09426170429978e-62	2.25295510966266	0.562	0.158	2.51001749732283e-58	3	HERC5	0.404
2.81952076851375e-61	1.25772962324836	0.964	0.729	6.46741673881683e-57	3	CD74	0.235
5.13599153215114e-61	2.01711141001873	0.568	0.158	1.17809373764483e-56	3	PLSCR1	0.41
7.7381093164681e-61	2.32617179162918	0.468	0.105	1.77496751501145e-56	3	ENTPD1	0.363
1.75079126712897e-60	1.4800548846171	0.939	0.629	4.01596500854044e-56	3	LY6E	0.31
9.22043394554642e-60	3.02165372291811	0.359	0.058	2.11498313842944e-55	3	RSAD2	0.301
5.40682912108352e-55	1.52400332035244	0.827	0.442	1.24021846379414e-50	3	CCND2	0.385
5.18656340728939e-54	1.72572018921027	0.748	0.369	1.18969391436404e-49	3	CARD16	0.379
5.93760661100962e-54	2.26488069705365	0.447	0.108	1.36196820443339e-49	3	GOLIM4	0.339
1.27374087164427e-53	1.33261537723442	0.903	0.593	2.92170681137763e-49	3	HLA-DPA1	0.31
1.36729151920759e-53	2.00784925329744	0.511	0.144	3.13629328675836e-49	3	SPATS2L	0.367
7.11247998044935e-53	1.59529677297207	0.781	0.381	1.63146065791547e-48	3	LAG3	0.4
1.13488656065139e-52	1.0808682338346	0.875	0.381	2.60320279282216e-48	3	IGKC	0.494
1.4385961760511e-52	2.25357169323023	0.426	0.098	3.299851908626e-48	3	NDFIP2	0.328
4.79282089344882e-52	2.04417365111832	0.535	0.163	1.09937725653929e-47	3	IFI44	0.372
4.56268027984628e-51	1.70599265856498	0.714	0.326	1.04658760259114e-46	3	TYMP	0.388
1.22655996791865e-50	1.545362431631	0.757	0.348	2.81348325441179e-46	3	CD82	0.409
3.61114940786582e-50	2.28787115607453	0.383	0.08	8.28325451176263e-46	3	GEM	0.303
5.6923022947786e-50	1.15777463313117	0.909	0.582	1.30570030037631e-45	3	CACYBP	0.327
1.1005911499263e-49	2.48025350814791	0.386	0.085	2.52453597970096e-45	3	SNAP47	0.301
5.0787512411504e-49	1.25196977636218	0.973	0.723	1.16496395969508e-44	3	RGS1	0.25
1.09272735977548e-48	1.92067003832015	0.581	0.211	2.50649801785299e-44	3	ICOS	0.37
2.79192115675396e-48	1.83806782762354	0.489	0.143	6.40410874936224e-44	3	PELI1	0.346
8.60893776174302e-48	1.53113788001655	0.726	0.341	1.97471814378861e-43	3	BATF	0.385
1.06751320619969e-47	1.31018591133204	0.83	0.464	2.44866179238085e-43	3	BST2	0.366
1.98452656564806e-47	2.12292085831011	0.435	0.113	4.55210703628352e-43	3	NAB1	0.322
4.77256253309224e-47	1.11426324010151	0.723	0.278	1.0947303938407e-42	3	IGHG4	0.445
6.30927135965365e-47	2.26853957201874	0.453	0.128	1.44722066447735e-42	3	CARS	0.325
2.11452463360718e-46	1.36274938034494	0.79	0.406	4.85029660456816e-42	3	LGALS3	0.384
9.10158630367366e-46	1.55621437061359	0.535	0.165	2.08772186633666e-41	3	SPRY1	0.37
1.6672262055559e-45	1.49264285040979	0.714	0.329	3.82428347030412e-41	3	FKBP1A	0.385
3.72912848905447e-45	1.60777780066098	0.824	0.413	8.55387492819315e-41	3	GNLY	0.411
1.08585191218386e-43	1.13156389155213	0.878	0.571	2.49072711616735e-39	3	PARK7	0.307
2.62167502155818e-43	1.92575245814167	0.45	0.13	6.01359816445016e-39	3	RAB3GAP1	0.32
4.68775571013845e-43	1.67872561896466	0.614	0.251	1.07527740479156e-38	3	EPSTI1	0.363
3.9241488792667e-42	1.3986126168634	0.657	0.29	9.00121269926196e-38	3	CD27	0.367
4.13544377190249e-42	1.79665628811932	0.474	0.146	9.48588092398993e-38	3	SIRPG	0.328
1.75603520487793e-41	0.544544267757502	1	0.979	4.02799355294898e-37	3	HLA-A	0.021
2.83198932050343e-41	1.62139103801501	0.52	0.176	6.49601710337076e-37	3	DNPH1	0.344
3.08137023642192e-41	1.69929330710212	0.523	0.183	7.0680470483046e-37	3	SRGAP3	0.34
5.01872454690547e-41	1.29573719558886	0.818	0.469	1.15119503656918e-36	3	ITM2A	0.349
1.36168870437529e-40	1.33451793280761	0.748	0.378	3.12344155009604e-36	3	ANXA5	0.37
2.31871617352271e-40	2.05523725962706	0.401	0.109	5.3186711588264e-36	3	GALNT2	0.292
4.11582083142069e-40	1.36267502853366	0.79	0.446	9.44086982311278e-36	3	APOBEC3C	0.344
4.92969021350019e-40	1.15520454766969	0.863	0.551	1.13077234117267e-35	3	PMAIP1	0.312
8.61438123340672e-40	2.09698951404848	0.377	0.099	1.97596676731883e-35	3	CDKN2C	0.278
1.79004473113769e-38	2.00759820886737	0.368	0.095	4.10600460428363e-34	3	CHN1	0.273
2.21648675691495e-37	1.07452639786132	0.924	0.669	5.0841773230115e-33	3	GZMH	0.255
3.17275516291739e-37	1.05503912979668	0.903	0.606	7.27766579269991e-33	3	HLA-DPB1	0.297
1.48300521076222e-36	1.09734989859774	0.827	0.486	3.40171735244639e-32	3	RAB27A	0.341
2.26450423051923e-36	1.03050646547744	0.909	0.606	5.19431980396501e-32	3	CD63	0.303
2.36074297957073e-36	1.36035694292741	0.629	0.279	5.41507224653933e-32	3	EIF2AK2	0.35
8.80681063381524e-36	2.11703269769117	0.398	0.125	2.02010622318454e-31	3	MIR155HG	0.273
9.28846907516504e-36	1.03678224989148	0.839	0.492	2.13058903646136e-31	3	DUSP4	0.347
1.80171161546939e-35	1.79985277280198	0.398	0.12	4.13276610356369e-31	3	FUT8	0.278
8.38564812437952e-35	1.20367275035178	0.681	0.347	1.92349996677017e-30	3	XAF1	0.334
1.25742669159748e-34	1.2005903898213	0.578	0.234	2.8842853451863e-30	3	IGLC2	0.344
3.33020837800041e-34	0.938629497768365	0.93	0.729	7.63883197745734e-30	3	CD7	0.201
7.80381995346785e-34	1.25662970378855	0.745	0.422	1.79004022092645e-29	3	FABP5	0.323
8.50794924353763e-34	0.68206608012557	0.979	0.882	1.95155339748266e-29	3	MYL6	0.097
1.28281510843004e-33	1.21645079183182	0.638	0.291	2.94252129571682e-29	3	PDCD1	0.347
1.5702001702234e-33	1.25912266774311	0.666	0.333	3.60172515045843e-29	3	RAB11FIP1	0.333
2.32561348207421e-33	1.32259039003945	0.657	0.317	5.33449220518183e-29	3	NAMPT	0.34
2.34966638333208e-33	1.12257849164531	0.851	0.58	5.38966475008713e-29	3	CTSC	0.271
1.53550727059295e-32	1.11839358369496	0.903	0.632	3.5221465772861e-28	3	RGS2	0.271
1.95369512871924e-32	1.16319805545618	0.833	0.569	4.48138588625619e-28	3	ALOX5AP	0.264
3.25417686495016e-32	0.916846357285205	0.897	0.594	7.46443089282268e-28	3	PSMB9	0.303
4.04275240811037e-32	1.43956204634598	0.471	0.174	9.27326547372356e-28	3	ZNRF1	0.297
5.74881640781419e-32	1.10034230827005	0.818	0.498	1.31866350762442e-27	3	IFNG	0.32
7.06185877183328e-32	1.15307445881705	0.739	0.414	1.61984916508312e-27	3	PRDX5	0.325
2.64491475727892e-31	1.08012812870397	0.793	0.533	6.06690547024638e-27	3	HSPB1	0.26
4.86880726461192e-31	1.6013989536803	0.41	0.141	1.11680701035668e-26	3	YPEL2	0.269
1.40171610699431e-30	0.989343565212536	0.869	0.596	3.21525640622354e-26	3	APOBEC3G	0.273
2.21700748255532e-30	0.835072430031227	0.927	0.661	5.0853717634854e-26	3	CLEC2B	0.266
2.63775345411301e-30	1.23841386704495	0.538	0.229	6.05047887304442e-26	3	OASL	0.309
3.04006742884958e-30	0.987616943485818	0.848	0.598	6.97330666829517e-26	3	DRAP1	0.25
3.49444006220903e-30	1.30294875469933	0.538	0.229	8.01554661469507e-26	3	CASP1	0.309
3.56485517486411e-30	1.07942265721069	0.739	0.402	8.1770648001033e-26	3	PRDX6	0.337
1.21731374213696e-29	1.52398231396817	0.486	0.196	2.79227426171376e-25	3	RALA	0.29
2.76779228611886e-29	0.986464388381975	0.714	0.397	6.34876194589943e-25	3	GBP2	0.317
2.85393662445697e-29	1.14494296330522	0.605	0.285	6.54635982917939e-25	3	PTTG1	0.32
3.37889223201673e-29	1.17922753212936	0.568	0.271	7.75050300179997e-25	3	MSI2	0.297
4.23781297987383e-29	0.61944097438172	0.991	0.865	9.72069541323458e-25	3	RPS26	0.126
7.2223422723524e-29	1.62824192282878	0.353	0.111	1.65666087043219e-24	3	MCM5	0.242
9.07285477333274e-29	1.33579702314105	0.581	0.266	2.08113142790706e-24	3	HLA-DMA	0.315
2.41691491237795e-28	0.790413075887193	0.869	0.61	5.54391942601254e-24	3	TPI1	0.259
