p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	pct.diff
3.15944579728617e-13	-0.741691248127302	0.554	0.678	7.24713676981502e-09	0	EMP3	-0.124
3.23711425217589e-13	0.847925422769632	0.639	0.497	7.42529267164106e-09	0	VMP1	0.142
6.0617833535046e-13	-0.810831661391087	0.558	0.67	1.39045186562688e-08	0	LGALS1	-0.112
9.87436136941983e-13	1.13155339200821	0.382	0.244	2.26498101091752e-08	0	UPP1	0.138
1.05897469004265e-12	0.604449776244244	0.598	0.439	2.42907614401982e-08	0	GBP5	0.159
1.48953127230452e-12	-0.681639189770209	0.486	0.63	3.41668683241212e-08	0	ARPC5	-0.144
1.54672890118634e-12	-0.667097663193453	0.502	0.648	3.54788675354124e-08	0	ACTR3	-0.146
1.96730739545568e-12	0.644761412018334	0.938	0.853	4.51260970369624e-08	0	DNAJB1	0.085
2.99101372891588e-12	-0.966983399612493	0.272	0.441	6.86078729138724e-08	0	JAML	-0.169
3.28032584238129e-12	1.11191266878551	0.382	0.244	7.5244114172542e-08	0	MAP3K8	0.138
5.08828714164567e-12	1.01109245592521	0.386	0.248	1.16715130455068e-07	0	SOCS3	0.138
7.43039482218348e-12	0.638137990173287	0.631	0.495	1.70438396431245e-07	0	GIMAP7	0.136
8.96797996520914e-12	-0.629071681131858	0.558	0.685	2.05707524441967e-07	0	TPI1	-0.127
1.26584125328039e-11	-0.524523148939954	0.689	0.772	2.90358666677456e-07	0	SET	-0.0830000000000001
1.7610108172208e-11	0.51826762319331	0.778	0.642	4.03940661254107e-07	0	ISG20	0.136
1.94372215594256e-11	-0.570290867499532	0.566	0.676	4.45850988130104e-07	0	ARPC1B	-0.11
2.35999434133841e-11	-0.561462339958346	0.84	0.876	5.41335502016205e-07	0	S100A6	-0.036
2.84874794880593e-11	0.671135574947583	0.654	0.512	6.53445804497104e-07	0	DUSP4	0.142
2.99510899829708e-11	-1.22991015376501	0.604	0.692	6.87018102029383e-07	0	HIST1H4C	-0.088
6.72422442869378e-11	0.778259608191904	0.506	0.381	1.54240259945378e-06	0	HIF1A	0.125
1.03633327517522e-10	0.527998247586267	0.732	0.602	2.37714126659693e-06	0	CACYBP	0.13
1.07736625889264e-10	-0.848308932239184	0.317	0.472	2.47126272464794e-06	0	HLA-DQB1	-0.155
1.2107422440116e-10	-0.672404996292439	0.396	0.551	2.7772005593138e-06	0	PPP1CA	-0.155
1.25760367953894e-10	0.824706882799039	0.492	0.373	2.88469132012643e-06	0	METRNL	0.119
1.9422539000662e-10	0.656564765318754	0.627	0.487	4.45514199597186e-06	0	ARID5B	0.14
2.08889698854088e-10	1.07645472497313	0.438	0.321	4.79151191231506e-06	0	PLIN2	0.117
2.26946979165887e-10	0.587034743203655	0.554	0.412	5.20570980810712e-06	0	GBP2	0.142
9.0633122947442e-10	0.537247553734991	0.55	0.425	2.07894257416842e-05	0	BTN3A2	0.125
1.10902298169122e-09	0.842366790083522	0.373	0.254	2.54387691540333e-05	0	PIM2	0.119
1.14920921159809e-09	0.733406753860399	0.431	0.312	2.63605608956371e-05	0	NAA50	0.119
1.15965645074441e-09	-0.705575479797612	0.363	0.51	2.66001996671752e-05	0	ANXA6	-0.147
1.23684627545428e-09	0.771353968402386	0.483	0.354	2.83707798663703e-05	0	PPP1R14B	0.129
1.54030089001795e-09	-0.800892438971484	0.253	0.409	3.53314218152317e-05	0	MYO1G	-0.156
1.82790535733674e-09	-0.656290543196693	0.392	0.526	4.19284930865902e-05	0	ARPC4	-0.134
1.9971177839802e-09	-0.653168447104173	0.523	0.651	4.58098877289378e-05	0	FKBP5	-0.128
2.50343875596209e-09	-0.633041828558934	0.402	0.542	5.74238781842584e-05	0	TBC1D10C	-0.14
2.50891498450631e-09	-0.814581655338588	0.243	0.387	5.75494919146058e-05	0	MDFIC	-0.144
2.6831937354783e-09	1.73282809092505	0.697	0.576	6.15470979044012e-05	0	MT2A	0.121
3.43554229885803e-09	-0.600651134920516	0.589	0.678	7.88044692512056e-05	0	NUCKS1	-0.0890000000000001
3.49984288898208e-09	-0.50030295966988	0.523	0.648	8.0279396187471e-05	0	CAP1	-0.125
4.30338466716342e-09	-0.643202273172679	0.434	0.583	9.87110374953946e-05	0	CSTB	-0.149
5.10485621084949e-09	0.635635602508887	0.427	0.308	0.000117095191764466	0	ARID5A	0.119
5.18308024288263e-09	0.613259287976072	0.674	0.587	0.000118889494611242	0	SOCS1	0.0870000000000001
7.15679419773495e-09	0.916878463447872	0.409	0.302	0.000164162545307644	0	PIM3	0.107
7.27386204865876e-09	-0.820256542689088	0.55	0.622	0.000166847847672135	0	HLA-DRB1	-0.072
7.6103835081654e-09	-0.594583281340658	0.432	0.571	0.000174566976910298	0	ATP5ME	-0.139
7.83884075415796e-09	-0.686040744598686	0.371	0.509	0.000179807329218875	0	PKM	-0.138
8.58113814019715e-09	-0.832156227123523	0.295	0.425	0.000196834146659842	0	FKBP1A	-0.13
9.01980889265526e-09	-0.549306184575066	0.568	0.68	0.000206896376379726	0	TLN1	-0.112
9.37568323266548e-09	0.636367405681596	0.446	0.33	0.000215059421990881	0	HERPUD2	0.116
1.19764949443922e-08	0.50769623208199	0.792	0.674	0.000274716841034469	0	CLEC2B	0.118
1.24090902327868e-08	0.527748514001045	0.645	0.539	0.000284639711759663	0	CHORDC1	0.106
1.2718639938147e-08	-0.596554918033265	0.49	0.609	0.000291740162901217	0	NCOR1	-0.119
1.3437062662255e-08	0.835773482654186	0.415	0.298	0.000308219343346806	0	RHOB	0.117
1.75642049810828e-08	-0.524863735263079	0.431	0.569	0.000402887733856078	0	CTSW	-0.138
2.41188858048488e-08	-0.778231299842753	0.228	0.362	0.000553239002591622	0	RHOC	-0.134
2.83623287138607e-08	-0.730605692655885	0.28	0.417	0.000650575096038536	0	WDR1	-0.137
2.90512293232557e-08	0.517324590202826	0.759	0.647	0.000666377098216839	0	RGS2	0.112
3.93218849423233e-08	0.59115211694807	0.508	0.395	0.000901965396807013	0	MYLIP	0.113
4.36737632077983e-08	-0.524786028584992	0.237	0.385	0.00100178878046048	0	PDCD1	-0.148
4.70681555865661e-08	-0.975974330864722	0.23	0.35	0.00107964935284465	0	RANBP1	-0.12
5.7514951065508e-08	0.526268118840041	0.585	0.499	0.00131927794754062	0	SBDS	0.086
6.93063837955455e-08	0.782835402035241	0.384	0.289	0.00158974983150222	0	SLA2	0.095
7.95192601075198e-08	-0.549373419548042	0.349	0.488	0.00182401278834629	0	NDUFS6	-0.139
9.21529681772531e-08	-0.503201473976985	0.432	0.575	0.00211380478404983	0	HNRNPM	-0.143
9.29529915456197e-08	0.581221267070186	0.558	0.478	0.00213215572007342	0	GIMAP4	0.0800000000000001
1.15876886991729e-07	-0.570974284070267	0.301	0.443	0.00265798403381628	0	GNPTAB	-0.142
1.25614115439011e-07	0.719427118279296	0.469	0.375	0.00288133657994004	0	STOM	0.094
1.33277910900494e-07	0.588939401541665	0.498	0.404	0.00305712872023552	0	FAM177A1	0.094
1.68148263109211e-07	0.701433746319503	0.407	0.316	0.00385698485919908	0	XBP1	0.091
2.02649646429753e-07	0.606486046542795	0.438	0.35	0.00464837758980568	0	CCNH	0.088
2.15209948042635e-07	-0.54076914003449	0.332	0.469	0.00493648578820196	0	UCP2	-0.137
2.19596374336087e-07	-0.626241577533006	0.268	0.399	0.00503710163452116	0	CAPN2	-0.131
2.79593592232085e-07	-0.666243704642107	0.349	0.479	0.00641331781861956	0	IER5L	-0.13
2.8299084049864e-07	-0.654013993416375	0.355	0.478	0.00649124389935779	0	C12orf75	-0.123
3.27248003864074e-07	-0.616407769205083	0.32	0.452	0.00750641471263413	0	SPN	-0.132
3.68855182028337e-07	0.55623620907092	0.357	0.244	0.008460800165366	0	AUTS2	0.113
4.17830220691266e-07	0.604356151601621	0.45	0.347	0.00958418960221627	0	LYAR	0.103
4.26670576075668e-07	-0.572125242002426	0.307	0.445	0.00978696967402367	0	LAT	-0.138
4.97888573251189e-07	0.727621635382761	0.355	0.256	0.0114205680932358	0	TRAT1	0.099
5.19217013091808e-07	-0.510121393181326	0.361	0.483	0.0119097998462999	0	RBX1	-0.122
8.89506010807756e-07	-0.679145885700063	0.255	0.372	0.0204034888759083	0	NDUFB3	-0.117
1.07255069772431e-06	-0.577273965482331	0.452	0.565	0.0246021679044002	0	HNRNPAB	-0.113
1.45331235081663e-06	-0.600544730704967	0.417	0.531	0.0333360787030319	0	APOBEC3C	-0.114
1.63100099373725e-06	-0.560979422091758	0.384	0.495	0.037411900794345	0	PGAM1	-0.111
1.78848080737268e-06	-0.659351559002241	0.28	0.381	0.0410241727595145	0	H2AFY	-0.101
1.79631764279324e-06	0.594457845591953	0.475	0.394	0.0412039340903913	0	GSPT1	0.081
2.08359473251232e-06	-0.536527525824386	0.386	0.497	0.0477934959743675	0	LGALS3	-0.111
2.14768397238462e-06	-0.790622609977356	0.261	0.365	0.0492635749585584	0	SMC4	-0.104
1.87152234778516e-72	1.89681008277571	0.669	0.244	4.2928979613496e-68	1	HOPX	0.425
3.2784065702929e-69	-2.7618951762962	0.098	0.575	7.52000899093785e-65	1	IGKC	-0.477
2.27706424023673e-67	1.37655137469546	0.622	0.183	5.223129954255e-63	1	KRT13	0.439
1.81039779667122e-58	-1.47464478256045	0.898	0.881	4.15269046600446e-54	1	RPS26	0.017
1.17706056188373e-52	-3.37233179867014	0.054	0.443	2.6999415168489e-48	1	IGHG4	-0.389
7.37073295720243e-42	0.689781267802792	0.969	0.854	1.69069872572309e-37	1	IL32	0.115
3.72107148104356e-41	-2.24950120955267	0.042	0.368	8.53539376321771e-37	1	IGLC2	-0.326
8.91170317412764e-38	0.891376209888457	0.95	0.766	2.0441664740814e-33	1	S100A4	0.184
6.68171325154707e-36	0.998469151833658	0.967	0.784	1.53265138563987e-31	1	CCL4	0.183
4.77956074043323e-35	0.78455250723367	0.96	0.838	1.09633564264057e-30	1	S100A6	0.122
4.49666783613476e-34	0.904509545705923	0.736	0.428	1.03144566825259e-29	1	LINC01871	0.308
1.10501019848587e-32	0.56365638004809	0.996	0.92	2.53467239328689e-28	1	SH3BGRL3	0.076
1.70476245903934e-32	0.681637671825516	0.944	0.712	3.91038412854444e-28	1	ANXA1	0.232
3.32145561312688e-32	0.975361675988732	0.659	0.355	7.61875488539043e-28	1	KLRD1	0.304
3.58962855719489e-31	1.02769786882528	0.511	0.229	8.23388998449364e-27	1	S100A9	0.282
5.62155990070927e-31	0.98398094533862	0.644	0.351	1.28947341002469e-26	1	LMNA	0.293
8.38227497095013e-30	0.799539492750313	0.769	0.46	1.92272623283654e-25	1	CTSW	0.309
8.87598763981276e-30	1.04755560912535	0.595	0.314	2.03597404482025e-25	1	DSTN	0.281
5.40253475611253e-29	0.578659331745937	0.958	0.843	1.23923342235709e-24	1	CD52	0.115
1.41450711437116e-28	0.944073788170961	0.726	0.462	3.24459641894457e-24	1	CD8B	0.264
3.19987078878587e-28	0.811948057478939	0.457	0.194	7.33986361531703e-24	1	S100A8	0.263
6.34395297951289e-28	0.652948775627702	0.906	0.759	1.45517593444067e-23	1	ARL4C	0.147
8.23179536596999e-27	0.55901692378269	0.977	0.832	1.8882092210462e-22	1	HCST	0.145
1.79867128973999e-26	0.571341877137016	0.967	0.843	4.12579220440558e-22	1	MYL12A	0.124
3.40340818092733e-26	1.24787026430534	0.389	0.158	7.80673768541111e-22	1	MYBL1	0.231
4.6163679668589e-26	0.979196766883157	0.462	0.206	1.0589024842381e-21	1	MATK	0.256
1.91540502233691e-25	0.766823510465619	0.757	0.51	4.39355604023641e-21	1	NR4A2	0.247
7.0625925830064e-25	0.605190053934754	0.909	0.738	1.62001748669001e-20	1	CD99	0.171
1.45111564799519e-23	0.540158398112252	0.911	0.772	3.32856907337136e-19	1	CD3G	0.139
3.89804584342876e-23	1.04430758580279	0.414	0.188	8.94133755565688e-19	1	CAPG	0.226
5.2110178932159e-23	0.658611569627499	0.798	0.614	1.19530328434586e-18	1	CD8A	0.184
1.00574789850088e-22	0.748678375132828	0.728	0.496	2.30698452958131e-18	1	PTGER4	0.232
2.81735554704356e-22	0.828820102083508	0.653	0.42	6.46245015380853e-18	1	CD55	0.233
1.58845909188778e-21	0.528350985563987	0.981	0.912	3.64360746497219e-17	1	VIM	0.069
3.72173022774946e-21	0.720559688516321	0.705	0.465	8.53690479641172e-17	1	MYADM	0.24
4.6118474736108e-21	0.788719991929673	0.742	0.539	1.05786557349685e-16	1	TOB1	0.203
6.67413942468719e-21	0.785202646891533	0.584	0.351	1.53091410123475e-16	1	ANKRD28	0.233
1.64478160113408e-20	0.767168190773307	0.638	0.41	3.77280003668136e-16	1	DHRS7	0.228
1.17905479739148e-19	0.804564666663684	0.607	0.389	2.70451589425658e-15	1	CCND3	0.218
2.12209473808869e-19	-2.45639618680888	0.509	0.637	4.86766091022785e-15	1	MT2A	-0.128
4.25190246273219e-19	0.591893999194414	0.906	0.75	9.7530138690151e-15	1	S100A10	0.156
2.28404602254963e-18	-1.12549965719451	0.41	0.592	5.23914476652435e-14	1	DUSP4	-0.182
4.45623350970499e-17	1.05082433089824	0.476	0.283	1.02217084245613e-12	1	AREG	0.193
8.41703066240126e-17	0.784263780424164	0.443	0.247	1.9306984933416e-12	1	XCL2	0.196
1.09771591583378e-16	0.556422732992253	0.775	0.614	2.51794076773953e-12	1	CELF2	0.161
1.62212131747767e-16	0.537177213552727	0.8	0.591	3.72082187803029e-12	1	LGALS1	0.209
3.19923616611938e-16	0.922557617061657	0.37	0.188	7.33840791784462e-12	1	SCML4	0.182
3.22656896530993e-16	0.654161458955677	0.545	0.341	7.40110389262791e-12	1	IVNS1ABP	0.204
3.51662131348625e-16	-1.25045120130619	0.262	0.448	8.06642596887475e-12	1	LYST	-0.186
1.17709069897831e-15	-0.818132556318147	0.719	0.782	2.70001064531646e-11	1	CD74	-0.0630000000000001
1.45319236642461e-15	0.545649398105922	0.657	0.424	3.33333265010478e-11	1	TRGC2	0.233
1.46769615002436e-15	0.77910678402322	0.366	0.183	3.36660142892587e-11	1	ADAM8	0.183
2.34218188234059e-15	0.818715547422991	0.563	0.387	5.37249680171285e-11	1	GPR65	0.176
2.44583341970943e-15	0.839848893866923	0.464	0.268	5.61025269812949e-11	1	GLIPR2	0.196
4.08336180820258e-15	0.582699816335107	0.599	0.386	9.36641531565508e-11	1	TGFB1	0.213
1.99256293257979e-14	-0.965576464302395	0.545	0.646	4.57054085475152e-10	1	STAT3	-0.101
2.02359434969743e-14	-1.27895949524727	0.422	0.553	4.64172071933597e-10	1	HLA-DRA	-0.131
2.38745421172102e-14	0.606220743566398	0.68	0.507	5.47634247084567e-10	1	CKLF	0.173
2.90719746002303e-14	0.626014884376252	0.572	0.37	6.66852953380083e-10	1	SPN	0.202
8.99783699118408e-14	0.758808675985462	0.428	0.248	2.0639238490378e-09	1	LINC00623	0.18
2.50076786999343e-13	-1.42969603550517	0.245	0.399	5.73626134019093e-09	1	TIGIT	-0.154
2.62695686949104e-13	0.688849028678086	0.38	0.204	6.02571366723856e-09	1	SLAMF7	0.176
3.13514841504934e-13	0.665306213908623	0.501	0.326	7.19140343444017e-09	1	ITGA1	0.175
4.31860630980599e-13	0.697088820380684	0.466	0.284	9.90601915343298e-09	1	RHOC	0.182
4.88608632620485e-13	0.5605339501585	0.597	0.398	1.12077048150487e-08	1	BIN2	0.199
5.63336395475484e-13	0.545302247526899	0.651	0.461	1.29218102394167e-08	1	TBC1D10C	0.19
6.66234837351591e-13	0.510692975869799	0.748	0.559	1.52820946991708e-08	1	UBE2S	0.189
2.7230139369743e-12	-1.20698716056873	0.617	0.647	6.24604936863165e-08	1	HMGB2	-0.03
2.75453786102628e-12	0.510927020376091	0.778	0.606	6.31835894562208e-08	1	EMP3	0.172
2.95468452971606e-12	0.513793164358304	0.642	0.459	6.77745537426271e-08	1	HIGD2A	0.183
5.54953172676712e-12	0.556093621502417	0.59	0.402	1.27295158748584e-07	1	C12orf75	0.188
8.00620667467265e-12	-0.898175236088339	0.343	0.493	1.83646368703641e-07	1	BTN3A2	-0.15
8.87842472208904e-12	0.608896259832439	0.443	0.279	2.03653306275278e-07	1	ITGB7	0.164
9.88362436412008e-12	0.506958597778941	0.684	0.501	2.26710575664186e-07	1	CSTB	0.183
1.00026105818756e-11	-0.549989550412096	0.927	0.922	2.29439881527063e-07	1	NEAT1	0.005
1.37113670664402e-11	0.749237189005948	0.372	0.221	3.14511337770006e-07	1	PERP	0.151
1.38882309503074e-11	0.754462991935829	0.464	0.306	3.18568241538152e-07	1	ATP2B1	0.158
2.23515113606732e-11	0.643054295019091	0.376	0.218	5.12698967591121e-07	1	CD226	0.158
3.59905668462976e-11	-0.919670658208137	0.347	0.48	8.25551622320373e-07	1	GBP2	-0.133
4.31412241122005e-11	0.512462796952915	0.605	0.431	9.89573398685655e-07	1	ANXA6	0.174
7.56660047741304e-11	0.522850406140546	0.584	0.405	1.735626817509e-06	1	ATF3	0.179
1.9870733429137e-10	0.626193786024189	0.401	0.246	4.55794883397544e-06	1	PDLIM2	0.155
2.28034955797342e-10	0.557515243638335	0.455	0.295	5.23066581607943e-06	1	GLUL	0.16
2.43066499107619e-10	-0.961221041204213	0.383	0.51	5.57545935653055e-06	1	GBP5	-0.127
2.94101674982691e-10	-0.655879217354413	0.917	0.917	6.74610422075296e-06	1	JUN	0
3.33547544469756e-10	0.552434573423459	0.514	0.353	7.65091357504725e-06	1	JMJD6	0.161
3.58577066087227e-10	0.754619104424284	0.497	0.361	8.22504074190882e-06	1	DUSP5	0.136
4.00107801941219e-10	-1.02779450363083	0.549	0.619	9.17767276092769e-06	1	PMAIP1	-0.07
5.7856216192801e-10	-0.684961565949044	0.601	0.671	1.32710588703047e-05	1	HLA-DPB1	-0.0700000000000001
6.13708900812075e-10	0.512607686555247	0.551	0.382	1.40772547668274e-05	1	CRYBG1	0.169
7.12905644049892e-10	-1.02523215920793	0.333	0.451	1.63526296632164e-05	1	HLA-DQA1	-0.118
7.74034848623191e-10	-1.05780566535138	0.287	0.418	1.77548113577188e-05	1	PPP1R14B	-0.131
1.18386039507015e-09	0.507404360685655	0.538	0.38	2.71553897421192e-05	1	OSTF1	0.158
1.18454482178652e-09	0.721928023317455	0.559	0.411	2.71710891221393e-05	1	IER5L	0.148
1.6893129341279e-09	-1.27977008195286	0.41	0.495	3.87494600830257e-05	1	RBPJ	-0.085
1.76473810121766e-09	0.539209746327189	0.453	0.301	4.04795625657306e-05	1	SSBP4	0.152
6.73012842995247e-09	0.560832751550387	0.455	0.313	0.00015437568592625	1	CSRNP1	0.142
7.26550058032666e-09	0.504152475336118	0.464	0.316	0.000166656052311533	1	THUMPD1	0.148
7.47592657663891e-09	0.6407611966367	0.358	0.229	0.000171482803814943	1	RASSF1	0.129
1.39216168727773e-08	-0.896460788289226	0.457	0.557	0.000319334047827766	1	VMP1	-0.1
1.7998094908707e-08	-0.767480407425665	0.609	0.643	0.000412840301015922	1	CACYBP	-0.034
3.12535320976393e-08	-0.66088977465555	0.651	0.685	0.00071689351925565	1	ISG20	-0.034
5.74173159744754e-08	-0.641477823581662	0.73	0.774	0.00131703839382252	1	RGS1	-0.044
7.48553216346058e-08	-1.01415968378369	0.277	0.387	0.00171703136765459	1	MIAT	-0.11
7.90723827125397e-08	-0.932457435451014	0.333	0.438	0.00181376231466024	1	HIF1A	-0.105
8.66592868152465e-08	-1.04789941639102	0.333	0.426	0.00198779072096812	1	BATF	-0.093
1.2007455186599e-07	-0.875232527177353	0.254	0.369	0.00275427007070209	1	STAT1	-0.115
1.25665492324625e-07	0.544966257449661	0.497	0.37	0.00288251506294225	1	TIPARP	0.127
1.35485160822982e-07	-0.555228254724724	0.599	0.648	0.00310775861895757	1	COTL1	-0.049
1.45163638032641e-07	0.534722014494689	0.441	0.313	0.00332976352919272	1	TBCB	0.128
1.77327485640496e-07	0.613635280632286	0.378	0.255	0.00406753786562169	1	RASGEF1B	0.123
1.93975246284139e-07	-1.22526582670102	0.264	0.361	0.00444940419926557	1	SMC4	-0.097
2.0297437682003e-07	-0.780363446600511	0.424	0.511	0.00465582625549785	1	SLC3A2	-0.087
2.47508875012865e-07	0.529822598266985	0.401	0.279	0.00567735857504509	1	M6PR	0.122
2.80152926341445e-07	0.514392920317523	0.387	0.266	0.00642614782442006	1	HMOX2	0.121
2.83894927667508e-07	-1.47553242997439	0.304	0.392	0.0065119818508373	1	IFI6	-0.088
3.12225371130158e-07	0.539813011304975	0.38	0.255	0.00716182556298358	1	TRG-AS1	0.125
3.59345146272021e-07	-0.862942193219466	0.778	0.774	0.00824265896518763	1	SAT1	0.004
3.66112411642251e-07	-1.1908391152435	0.252	0.352	0.00839788649824995	1	RHOB	-0.1
9.76539603720292e-07	-1.28997325097222	0.439	0.498	0.0223998654301361	1	ISG15	-0.059
1.2210353350798e-06	-0.80095099078924	0.32	0.422	0.0280081085160604	1	PARP14	-0.102
1.32405815395885e-06	-0.697394037033813	0.459	0.543	0.0303712459355082	1	ARID5B	-0.084
1.63359769916338e-06	-0.745589829585673	0.291	0.391	0.0374714640234096	1	CCT8	-0.1
1.64674946791161e-06	-0.711880012859708	0.474	0.541	0.0377731392949565	1	CCSER2	-0.0670000000000001
2.08014819051693e-06	-0.993057183248679	0.337	0.422	0.0477144391940774	1	XAF1	-0.085
5.65893212499191e-52	-3.10298010899677	0.067	0.542	1.29804585083065e-47	2	IGKC	-0.475
4.48393886072824e-45	0.700439981510061	1	0.989	1.02852589587384e-40	2	MT-CYB	0.011
1.04191708526408e-43	-1.27282922228893	0.717	0.919	2.38994941017875e-39	2	RPS26	-0.202
1.4343005121571e-38	-1.34503045016511	0.507	0.837	3.28999851478594e-34	2	HSPE1	-0.33
1.54211712343852e-38	-3.4435034459854	0.035	0.415	3.53730825774327e-34	2	IGHG4	-0.38
8.62921331736247e-36	0.594798425974344	1	0.993	1.9793689507366e-31	2	MT-ND3	0.00700000000000001
1.33200879552059e-32	-1.51477438220307	0.359	0.692	3.05536177516513e-28	2	CACYBP	-0.333
9.79292685030288e-28	1.19052189167759	0.513	0.242	2.24630156092247e-23	2	KRT13	0.271
1.55844763328966e-27	-0.934871150606369	0.624	0.871	3.57476718123982e-23	2	TNFAIP3	-0.247
1.7895739442616e-26	-1.35939065001122	0.504	0.775	4.10492471334725e-22	2	HSPD1	-0.271
6.49903619324003e-26	-2.82143743622328	0.382	0.653	1.4907489220054e-21	2	MT2A	-0.271
