Samples	group	TRM_0	TRM_1	TRM_2	TRM_3	TRM_4	TRM_5
35	ec135_GSM1297154	tumor	1.51598517721449	1.60039079617259	0.771715271795048	3.18956630592013	0.929512940041793	2.64708855285565
36	ec135_GSM1297155	normal	1.64347800709412	1.96402361407025	1.12131914576611	3.08771364199829	0.860070728178749	2.21368677600258
37	ec136_GSM1297160	tumor	1.58057074037253	1.62330225066304	0.573163825384973	3.43424404672933	0.899774955794888	2.72571414165257
38	ec136_GSM1297161	normal	1.51905685525859	1.70374713764911	0.967610459097786	3.02255799361871	0.811043240636553	2.16838510440465
39	ec142_GSM1297156	tumor	1.228710791457	1.40256418367494	0.634119793517115	3.1208016022682	0.495338370036971	2.59390868165961
40	ec142_GSM1297157	normal	1.56739887565186	1.83226078787899	0.983313119612	2.78744387129694	0.999919627069603	2.07261200560751
41	ec146_GSM1297162	tumor	1.43717733168043	1.56382835777157	0.953396686087542	3.35754301479783	0.875020093232599	2.71044858569264
42	ec146_GSM1297163	normal	1.51374399027821	1.63822953558671	0.959169041222444	3.14774925807745	0.862160424369072	2.37064806856795
43	ec148_GSM1297158	tumor	1.33751399733527	1.54366118728308	0.831997125170702	2.98590529390292	0.529416492525317	2.33722182986424
44	ec148_GSM1297159	normal	1.51500427909094	1.7556246735923	1.05864889739751	2.99326765470413	0.86248191609066	2.2161271833131
45	ec201_GSM1297228	tumor	1.51012442695944	1.68923285994696	0.85308441289241	3.34613042414178	0.678749397203022	2.62732382425216
46	ec201_GSM1297229	normal	1.86813261790609	2.07214147349323	1.20873503279595	3.30563301795147	1.01792316347854	2.32214662424243
47	ec205_GSM1297164	tumor	1.7894160445024	1.89187620368204	0.88239784519069	3.47440330776126	0.94783796817232	2.5632898042126
48	ec205_GSM1297165	normal	1.72052779430359	1.93794095466144	1.16210315427978	3.32106094920875	0.866661308471307	2.41333007026516
49	ec206_GSM1297166	tumor	1.64317025752167	1.80208612479646	0.885131286610196	3.42027955685194	0.657370197717409	2.50963385095773
50	ec206_GSM1297167	normal	1.84437020022381	2.02325902118497	1.13113393437539	3.36342744418451	1.00795692010931	2.35844676196773
51	ec207_GSM1297168	tumor	1.81561013120612	1.79949456932268	0.693437349511999	3.51155377936755	0.896238546857418	2.7455550308323
52	ec207_GSM1297169	normal	1.74390687306281	1.8060307760957	1.00630683334656	3.36794575989874	0.745458929432567	2.38378083382186
53	ec208_GSM1297170	tumor	1.45449530235265	1.65299020037566	0.639484675244414	3.34443778135024	0.811364732358142	2.59405784267181
54	ec208_GSM1297171	normal	1.88119821429497	1.83881717694962	0.892262239716895	3.35780629358293	0.819402025397846	2.37993408952596
55	ec210_GSM1297172	tumor	1.52131392683026	1.71498115945988	0.662811531277728	3.45139829821884	0.715560199324867	2.6855388493112
56	ec210_GSM1297173	normal	1.58807265227198	1.92402446989097	0.98543675546765	3.24844469065786	0.797058350747468	2.27074260975594
57	ec211_GSM1297174	tumor	1.28423848931407	1.56138318206586	0.339862274461767	3.09128061185328	0.526683812891818	2.74529067503516
58	ec211_GSM1297175	normal	1.61483515757433	1.88758509847639	1.0523080611955	3.1731775134578	0.565584311203986	2.20618429842157
59	ec212_GSM1297176	tumor	1.73217981132091	1.90976475712577	0.835609269805075	3.52664557664378	0.640652628194824	2.52868626552752
60	ec212_GSM1297177	normal	1.50199172557411	1.81103649386973	1.02370140725592	3.0824419127046	0.707201414563575	2.31219261642637
61	ec214_GSM1297178	tumor	1.50863704161454	1.83913666948851	0.777912874314361	3.42187693004878	0.490998231795531	2.55205222449674
62	ec214_GSM1297179	normal	1.53746763902012	1.84917670017704	0.952074027460594	3.18807310555637	0.812972190966082	2.31390110439144
63	ec215_GSM1297180	tumor	1.45412464041228	1.66217197598863	0.8783815198507	3.38935661429563	0.843353158656164	2.78678045861346
64	ec215_GSM1297181	normal	1.63506970740538	1.73632206438092	0.923364126185912	3.20665812443589	0.472190966082623	2.32293999590202
65	ec216_GSM1297182	tumor	1.61550439953669	1.77029435442694	0.720189242193823	3.38656305239175	0.629239672078444	2.64889757581988
66	ec216_GSM1297183	normal	1.53194070907323	1.72300375244094	0.922892117890499	3.23116164631686	0.650458125703263	2.30594869830183
67	ec217_GSM1297230	tumor	1.29859911437502	1.56000084951465	0.73627815628619	3.21072856901111	0.286529496865456	2.567138861719
68	ec217_GSM1297231	normal	1.70474816946961	1.87401088329535	1.10310829544478	3.13789524662366	1.02387076032792	2.28338290435659
69	ec218_GSM1297184	tumor	1.7118715504816	1.78595896313517	0.818445451053198	3.5912873334537	0.831457964957402	2.78452653660655
70	ec218_GSM1297185	normal	1.49033617966548	1.77794509357668	0.914151530488478	3.0500910684681	0.582944864169747	2.35565381094165
71	ec219_GSM1297186	tumor	1.88402809152422	2.02426592797565	1.0564794383605	3.63297161007281	0.818116058511493	2.54628300773683
72	ec219_GSM1297187	normal	1.56630525991113	1.67312262405489	0.927075612764534	3.1327256785738	0.811043240636553	2.40767201986018
73	ec220_GSM1297188	tumor	1.4932277422908	1.61116563366097	0.812081068368391	3.42078311417335	0.782108985693618	2.56154743297146
74	ec220_GSM1297189	normal	1.60455388272764	1.88055429623045	1.09692654617015	3.23346704331144	0.799791030380967	2.38876328202962
75	ec221_GSM1297190	tumor	1.62654746893032	1.5817765570505	0.842877540515493	3.49189637670985	0.486818839414885	2.81122531784073
76	ec221_GSM1297191	normal	1.88835625949274	2.11200761344166	1.12898798746319	3.15883284871192	1.03833788779939	2.22864444401009
77	ec222_GSM1297192	tumor	1.48564460515596	1.74265040629521	0.842304030615286	3.40863179788384	0.74401221668542	2.66368064269148
78	ec222_GSM1297193	normal	1.77999943809806	1.87164203003169	1.03787205208362	3.25855554603328	0.914563574987944	2.34875346618085
79	ec223_GSM1297194	tumor	1.63427548092505	1.79652974228986	0.853566367253383	3.53173200095222	0.882896640411509	2.57999337371518
80	ec223_GSM1297195	normal	1.73399251058514	1.93922524204752	1.23231896117523	3.18061553692463	0.860552965761131	2.30904907959739
81	ec224_GSM1297076	tumor	1.50896211454148	1.73417616693697	0.797364294783001	3.23856357305018	0.762337244815946	2.56862733227346
82	ec224_GSM1297077	normal	1.73284994379392	1.75952878718168	0.903858372309252	3.16396664601768	0.868590258800836	2.24466294372812
83	ec225_GSM1297078	tumor	1.48088223316307	1.72262927928648	0.690549559376311	3.40172150833876	0.662835556984407	2.75323406163776
84	ec225_GSM1297079	normal	1.88256861981183	1.93003283982275	1.08097969806962	3.2325266904957	0.848336280340781	2.24047726154778
85	ec226_GSM1297080	tumor	1.49226190918989	1.65919593382598	0.680460827991774	3.30004291869405	0.770053046134062	2.56148356869277
86	ec226_GSM1297081	normal	1.6377096731326	1.84773016922594	1.01805246464441	3.17710994449057	0.856373573380485	2.38451845837295
87	ec227_GSM1297082	tumor	1.83647731959903	1.98985220015584	0.999498755380587	3.60671432775716	0.857820286127632	2.55451730752996
88	ec227_GSM1297083	normal	1.76681205282124	2.08266531327064	1.23193569038118	3.36028578500486	0.854283877190162	2.3622251504319
89	ec228_GSM1297212	tumor	1.75367682661139	1.92934717008443	1.00747714929883	3.53211923274528	0.679713872367786	2.61393137339355
90	ec228_GSM1297213	normal	1.55955427929818	1.79013105402805	0.997085883317828	3.15802175432889	0.955393023629641	2.37091375374124
91	ec229_GSM1297214	tumor	1.49152738583604	1.71208028002687	0.793176316730155	3.35083945075761	0.747709371483684	2.61581315052536
92	ec229_GSM1297215	normal	1.68641243878873	1.96128173828218	1.10854091296761	3.20927514112925	0.846085838289664	2.28661487036323
93	ec23_GSM1297248	tumor	1.27154959067036	1.59563233816466	0.870911460283308	2.75871171704308	0.66331779456679	2.25586976983891
94	ec23_GSM1297249	normal	1.53422676854682	1.75774139100952	0.96456313575076	2.92490887713823	0.791592991480469	2.10430037309511
95	ec231_GSM1297216	tumor	1.67037973821156	1.86591794062081	0.930114453541869	3.39279036786038	0.834833628034078	2.60579839618871
96	ec231_GSM1297217	normal	1.53120486219171	1.78672517377217	0.946512996655583	3.10076512950771	0.687268927825108	2.32089894358355
97	ec234_GSM1297218	tumor	1.58356315096095	1.77116823585689	0.927263563748328	3.29648862557479	0.52636232117023	2.60258265948091
98	ec234_GSM1297219	normal	1.5596406899509	1.87782478659073	1.03141254096551	3.08608197543466	0.898810480630123	2.22258986452736
99	ec236_GSM1297196	tumor	1.7557855509713	1.90769089540694	0.884702187738005	3.51941104459898	0.511895193698762	2.61655797000013
100	ec236_GSM1297197	normal	1.41481941014752	1.79853881680915	1.00526163495548	3.03555350571239	0.701575309435782	2.21355398584437
101	ec239_GSM1297198	tumor	1.50861072000325	1.69648670117471	0.688916736110693	3.31970257933425	0.38153030059476	2.6978645743483
102	ec239_GSM1297199	normal	1.62458115994028	1.83317350802256	0.974165083238419	3.28253912816544	0.76603439961421	2.48254510469919
103	ec241_GSM1297200	tumor	1.7756747400575	1.8886120060757	0.945549095689039	3.4318649706657	0.74754862562289	2.5674694626324
104	ec241_GSM1297201	normal	1.66929065623847	1.89190464106799	1.1062877448673	3.26483630048214	1.0081176659701	2.36684724243948
105	ec243_GSM1297202	tumor	1.47331875120086	1.72106651923359	0.55753511090257	3.39407879922334	0.950409901945024	2.69870562060056
106	ec243_GSM1297203	normal	1.37329432407599	1.67194465407212	0.842445366150535	3.02339996368441	0.390853560520816	2.28668697861741
107	ec245_GSM1297204	tumor	1.66901913863397	1.7965595199303	0.943919467876729	3.38463753681229	0.776322134705031	2.48455676525706
108	ec245_GSM1297205	normal	1.67377340061564	1.91330463268478	1.08539264203704	3.13304966442826	0.870840700851953	2.25018284413723
109	ec246_GSM1297206	tumor	1.67729761820981	1.90332170718033	0.903187494691103	3.57354962237828	0.611557627391094	2.57421607796342
110	ec246_GSM1297207	normal	1.70272962574232	1.89695249864966	1.09827823709715	3.2165504624284	0.973557305899373	2.38261026991503
111	ec247_GSM1297208	tumor	1.55013218819676	1.75173359839866	0.879495499763146	3.47939592133968	0.799951776241762	2.68550877309792
112	ec247_GSM1297209	normal	1.34382320289185	1.68800688719994	0.928591352125223	2.97004010780228	0.715077961742485	2.14692747514519
113	ec249_GSM1297210	tumor	1.31729935634928	1.71960576399782	0.7928216320391	3.33124754344524	0.639045169586883	2.6706505359336
114	ec249_GSM1297211	normal	1.75640746529939	1.98111465012613	0.868838947209542	3.09650717872942	1.0026523067031	2.07028603436853
115	ec25_GSM1297250	tumor	1.6587976741666	1.84944339650039	0.912135665920853	3.22970281599227	0.604967047098537	2.39109391024172
116	ec25_GSM1297251	normal	1.5638044331886	1.80169979107795	0.899008390265032	2.93305002165331	0.701575309435782	2.18684223049291
117	ec251_GSM1297084	tumor	1.57648991545833	1.76888098370518	0.961192225223767	3.39544234392709	0.907008519530622	2.52367758123459
118	ec251_GSM1297085	normal	1.46300609696655	1.70960783679033	0.884523712876228	3.08502097156672	0.57635428387719	2.25632042447729
119	ec253_GSM1297086	tumor	1.55895219660088	1.65651879010816	0.75777831152116	3.38694640208917	0.587285002411188	2.78591646370275
120	ec253_GSM1297087	normal	1.62967537624097	1.8406385736367	0.982939082556571	3.15072376411062	0.950249156084231	2.26824591492587
121	ec256_GSM1297088	tumor	1.65503078322783	1.65985176150221	0.922950504020851	3.43401666491352	0.810721748914965	2.62429632502834
122	ec256_GSM1297089	normal	1.51089546281916	1.70857220336561	0.896137749734665	3.03434004468859	0.587927985854364	2.22434932580546
123	ec258_GSM1297090	tumor	1.47977037109846	1.67319785111768	0.835762126712395	3.33296872491763	0.686786690242726	2.75580583546842
124	ec258_GSM1297091	normal	1.49761013041207	1.84567025286853	1.04593029352928	3.05381560891266	0.89318437550233	2.16188810738392
125	ec259_GSM1297092	tumor	1.3932799441604	1.43711329353587	0.457109652280004	3.38125720746687	0.320125381771419	2.64375777817488
126	ec259_GSM1297093	normal	1.72004185573794	1.92832771846701	1.0784285093688	3.21703896091617	0.975325510368108	2.31231333753853
127	ec26_GSM1297252	tumor	1.41279237329698	1.71255834753321	0.802772760226729	3.40558253089256	0.764909178588651	2.56609656631572
128	ec26_GSM1297253	normal	1.5161072108228	1.80795407385643	0.920107103663769	2.90521803190349	0.909580453303327	2.17241731063364
129	ec260_GSM1297094	tumor	1.70764910791196	1.86315997005949	0.93003184875939	3.52991701196639	0.727455393023629	2.69729624447196
130	ec260_GSM1297095	normal	1.80254085194776	1.9221250143698	1.14826679459404	3.2280915996424	0.956196752933612	2.32081620000532
131	ec261_GSM1297096	tumor	1.4873175436924	1.70657225276099	0.75530498602799	3.33676083843946	0.757514868992123	2.75715175509598
132	ec261_GSM1297097	normal	1.53756819502136	1.71309250246147	0.911779317922168	3.14109761791248	0.757193377270535	2.28079091721571
133	ec262_GSM1297098	tumor	1.65433066755702	1.83208150854084	0.846076281792693	3.54573546628952	0.655119755666291	2.7914633054191
134	ec262_GSM1297099	normal	1.74701774242623	2.03877812375858	1.13050576546521	3.25167789048743	1.02885388201254	2.26952081432846
135	ec264_GSM1297100	tumor	1.61780161822004	1.64796036508495	0.764070727327195	3.41846700749723	0.573460858382896	2.70342824961053
136	ec264_GSM1297101	normal	1.68779849757499	1.93296271520026	1.05424197281681	3.27467812596806	0.978379681723195	2.34229010092875
137	ec265_GSM1297102	tumor	1.64057879808322	1.835098914066	0.817167530169653	3.48681240188749	0.791592991480469	2.62183806742524
138	ec265_GSM1297103	normal	1.58879659184661	1.88998575477763	1.11218499114205	3.19235781653985	0.842870921073782	2.23362212739268
139	ec266_GSM1297104	tumor	1.47018859303169	1.75593746532504	0.5648632608916	3.44812543104546	0.673444783796817	2.76736268923032
140	ec266_GSM1297105	normal	1.70993339207254	1.82004874611597	1.13393312053535	3.1132018427583	0.916171033595885	2.244751010842
141	ec268_GSM1297232	tumor	1.41572967515036	1.54139099507666	0.763572679889389	3.22109408641876	0.519771740877672	2.62901396086567
142	ec268_GSM1297233	normal	1.94810717590619	2.07522060025551	1.0952071740632	3.3198771718948	1.01374377109789	2.31335010574625
143	ec269_GSM1297106	tumor	1.65771288141601	1.70525881816613	0.796668109564834	3.29024937315375	0.701736055296576	2.65501866510094
144	ec269_GSM1297107	normal	1.74704814439595	1.98585490656865	1.20798691819625	3.0726882450313	0.924208326635589	2.14375198216685
145	ec27_GSM1297254	tumor	1.3446050336607	1.53031912075698	0.797631618720798	2.96793379300981	0.545330332743932	2.38248195194768
146	ec27_GSM1297255	normal	1.49112271320977	1.73386392987073	1.01546272168986	2.89684548499907	0.834190644590902	2.03435299047525
147	ec273_GSM1297108	tumor	1.58785847433455	1.71784669321521	0.869118767633082	3.42940991508559	0.399051599421315	2.69718028440457
148	ec273_GSM1297109	normal	1.68914498856844	1.90101770043093	1.11006001981881	3.23779659153895	0.935139045169587	2.36826648091898
149	ec274_GSM1297110	tumor	1.55170119727267	1.72122870473626	0.852135373912499	3.37754948541835	0.43505867223919	2.56151601200625
150	ec274_GSM1297111	normal	1.58278386977809	1.94672999367326	1.07709520828832	3.09548258446734	0.993168300916251	2.22118471882541
151	ec275_GSM1297112	tumor	1.52204348113271	1.61213902046024	0.821113513598906	3.43452907093553	0.409339334512136	2.72310706757248
152	ec275_GSM1297113	normal	1.64533662937211	1.86837238338072	1.16997371174409	3.16589703038426	1.01824465520013	2.27014278253991
153	ec277_GSM1297114	tumor	1.46141026371381	1.6161039020343	0.459186378139702	3.48529777493477	0.329448641697476	2.76790446303121
154	ec277_GSM1297115	normal	1.70466906632237	1.94815781854015	1.17665551178807	3.27596310644123	0.809596527889407	2.23418093762324
155	ec279_GSM1297116	tumor	1.52339014818437	1.79345683512392	0.979973810316494	3.33275561810376	0.670390612441729	2.58374760647533
156	ec279_GSM1297117	normal	1.464892753881	1.87152776928462	1.06323402253818	3.03660379469907	0.859106253013985	2.14146600566976
157	ec28_GSM1297256	tumor	1.3037272681095	1.48950771763037	0.737457244665503	2.98149539307887	0.707362160424369	2.6259410195623
158	ec28_GSM1297257	normal	1.43542582408201	1.7558918353459	0.93576878314721	2.95518557484954	0.767481112361356	2.21375220310021
159	ec280_GSM1297118	tumor	1.48373466593298	1.75937542716968	0.921790568290497	3.31096090610988	0.671355087606494	2.54503367040497
160	ec280_GSM1297119	normal	1.50081177150953	1.7319087569774	0.994540015928135	3.04227072872015	0.433451213631249	2.2363873183515
161	ec281_GSM1297120	tumor	1.29676323839847	1.45895703402014	0.703406531833049	3.13272915196212	0.630525638964796	2.50409318061576
162	ec281_GSM1297121	normal	1.42392907261855	1.64989820384178	0.866200822377757	3.00997729879858	0.520736216042437	2.29294284547996
163	ec284_GSM1297122	tumor	1.4910256630202	1.74275252563138	0.781305937753226	3.30421641070535	0.905079569201093	2.67445899945782
164	ec284_GSM1297123	normal	1.54892269906962	1.80290364959489	0.916198919323486	3.18764859207784	0.630525638964796	2.33415937043089
165	ec285_GSM1297124	tumor	1.62261207046421	1.84794148805842	0.921399005497302	3.37194424791078	0.760247548625623	2.44444771873639
166	ec285_GSM1297125	normal	1.56506132240663	1.72116389280848	0.943923226002707	3.14996902720814	0.953624819160906	2.34742448814128
167	ec287_GSM1297126	tumor	1.23402257895185	1.48787109101337	0.70108876894407	3.10161904193772	0.618148207683652	2.70325402684788
168	ec287_GSM1297127	normal	1.6670430834984	1.91908273574831	1.01835466024483	3.25907706634097	0.875502330814981	2.34544211703699
169	ec288_GSM1297128	tumor	1.56437858259569	1.75803898751287	0.898984542396783	3.57220369271342	0.518968011573702	2.72603084031308
170	ec288_GSM1297129	normal	1.63439606173041	1.90943043918863	1.01225443945735	3.28417160091116	0.910384182607297	2.32259755460534
171	ec29_GSM1297130	tumor	1.61157150962311	1.73025902928397	0.9323342977957	3.2197596447341	0.723115254782189	2.57320709381757
172	ec29_GSM1297131	normal	1.80101526847579	1.78407677802298	1.01758271602475	3.51561243931229	0.760890532068799	2.63207023557716
173	ec290_GSM1297234	tumor	1.42755687240992	1.70200702105831	0.824632027171397	3.21914283929201	0.603841826072978	2.57567528815467
174	ec290_GSM1297235	normal	1.78577232641081	2.00559509879117	1.14387601191552	3.50126198230925	0.508358784761292	2.39006263887975
175	ec297_GSM1297236	tumor	1.83063804848169	1.99008135694347	1.02594918215008	3.52546675088506	0.810721748914965	2.61053874560081
176	ec297_GSM1297237	normal	1.6367423571164	1.97591038714674	1.07352268840722	3.31787798514971	0.832422440122167	2.53270412974165
177	ec30_GSM1297132	tumor	1.41055296138873	1.52021829123316	0.863998230024357	3.2037577433639	0.775036167818678	2.38997982294818
178	ec30_GSM1297133	normal	1.39925920344597	1.57934990321029	0.88478189046562	2.8261963034894	0.677784922038257	2.09676613980794
179	ec302_GSM1296956	tumor	1.89972206163674	1.96256337557138	1.00841732022011	3.68213791454165	0.780180035364089	2.67688136451222
180	ec302_GSM1296957	normal	1.45381503562873	1.88837794623155	1.05499591949585	3.22388367888838	0.928066227294647	2.24925525934899
181	ec303_GSM1296958	tumor	1.32146990403489	1.51947410287579	0.885199221446234	3.26924800484296	0.787574344960617	2.63553282151737
182	ec303_GSM1296959	normal	1.44499382961797	1.74355743125532	1.04632549731853	3.08689014574566	0.874698601511011	2.19365201862282
183	ec305_GSM1296960	tumor	1.49772142033222	1.6180126623356	0.719986984012739	3.46301698965574	0.93369233242244	2.68950630601439
184	ec305_GSM1296961	normal	1.42932795077337	1.74318433547196	1.10418766734767	3.10689635539413	0.695306220864813	2.25315659543512
185	ec306_GSM1296962	tumor	1.27282474033019	1.31499493265612	0.482824892590015	3.08805129446664	0.2717408776724	2.59310247815567
186	ec306_GSM1296963	normal	1.60049957653806	1.82477132976051	1.00753914528687	3.12833462567691	1.01936987622569	2.13194126236924
187	ec308_GSM1296972	tumor	1.48135578224169	1.74042617239516	0.935322302388682	3.44936663319732	0.581819643144189	2.56976884996316
188	ec308_GSM1296973	normal	1.40363445293755	1.80231798477689	1.06246762355593	2.97045777987685	0.780823018807266	2.12723995078912
189	ec309_GSM1296974	tumor	1.62671362652223	1.8443031964039	1.01738749932904	3.50943214713721	0.729384343353158	2.4667476394005
190	ec309_GSM1296975	normal	1.4182783663898	1.65458339817866	1.04380287268531	3.12402928141779	0.872126667738305	2.18947528351478
191	ec31_GSM1297258	tumor	1.58119867376751	1.94300456712207	0.999024322768256	3.52858536599836	0.631811605851149	2.69437706791445
192	ec31_GSM1297259	normal	1.95988173553766	2.1924700829055	1.27070706835426	3.34189861549463	0.940925896158174	2.30617780121155
193	ec311_GSM1296976	tumor	1.46794113058528	1.48493047818858	0.939039106956726	3.15209960714694	0.790146278733322	2.56746191480502
194	ec311_GSM1296977	normal	1.32866313298765	1.59658526166743	1.04312500746648	3.04350709373242	0.757354123131329	2.20842567367868
195	ec312_GSM1296978	tumor	1.55414071813237	1.62281913698792	0.999879529718183	3.38565439560891	0.966484488024433	2.46324764340133
196	ec312_GSM1296979	normal	1.48929435022291	1.69741577576055	1.12832958691284	3.0178748854947	0.951052885388201	2.1796394283524
197	ec315_GSM1296980	tumor	1.47462584049394	1.65047354122281	1.01112220030182	3.30712851820145	0.680035364089375	2.6072877952599
198	ec315_GSM1296981	normal	1.52464665868719	1.65410876008054	0.924891758074147	3.01406807844903	0.703986497347693	2.16001249740657
199	ec316_GSM1296982	tumor	1.66142134689322	1.78257182040716	0.956128820073999	3.43839335314755	0.594518566146922	2.31417831556928
200	ec316_GSM1296983	normal	1.74888655394487	1.97588627469911	1.10106762130118	3.21634574766484	1.01374377109789	2.20638086274839
201	ec317_GSM1296984	tumor	1.6474532602526	1.78744920610055	0.953206550658882	3.4159941077832	0.552563896479665	2.44201783313286
202	ec317_GSM1296985	normal	1.63387719426775	1.78733626573405	1.06752387120045	3.16179283985986	1.04862562289021	2.20080722926553
203	ec318_GSM1296986	tumor	1.45706352434054	1.56095027477657	0.909223061504922	3.33352777669766	0.456759363446391	2.46953139062234
204	ec318_GSM1296987	normal	1.62179499711379	1.8914623679303	1.1447497872098	3.29765896582582	0.97661147725446	2.40345000766812
205	ec319_GSM1296988	tumor	1.41406146026139	1.48105218583766	0.839265033138292	3.29611471692947	0.88884423726089	2.52279288836445
206	ec319_GSM1296989	normal	1.42655528995385	1.70555998349566	0.879936006065875	3.07840376917824	0.724883459250924	2.28157562463921
207	ec32_GSM1297260	tumor	1.23298823848967	1.52712789916026	0.907835456354728	3.03536718195192	0.591946632374216	2.43275401156457
208	ec32_GSM1297261	normal	1.57145737346617	1.90974702020462	1.03436561814618	2.88277994467721	0.901221668542035	2.02529118268692
209	ec321_GSM1296990	tumor	1.46648361417091	1.64755681159226	0.837972455775751	3.16827330926539	0.768124095804533	2.41176924630496
210	ec321_GSM1296991	normal	1.39546140876023	1.6516943500839	1.06927899684163	3.05080104607126	0.805095643787172	2.20856719685408
211	ec322_GSM1296992	tumor	1.52510284259159	1.54157169418768	0.818587300629104	3.51430739911856	0.609146439479183	2.49693318838755
212	ec322_GSM1296993	normal	1.4690036604915	1.78774859754336	1.03106497233899	3.22903481213578	0.848818517923163	2.26141050115556
213	ec324_GSM1296994	tumor	1.40804627820185	1.57555677464797	0.863400941726969	3.254278850392	0.760729786208005	2.56859388311837
214	ec324_GSM1296995	normal	1.54637166400243	1.84485180202626	1.11451491027944	3.08810690107428	1.02676418582221	2.0967334326298
215	ec325_GSM1296964	tumor	1.58743543122531	1.56303526681341	0.965045223576237	3.33695393185824	0.701736055296576	2.56653770434433
